String	Entity	Performance	Usability	Security	Others	Sentiment
It seems it don't need to cache the classLoader due to it already cache the policy instance.	classLoader	0	0	0	1	o
"To Clark Bao, correct, it seems to only use the classloader field to load the static Policy object. But since javax.security.auth.Policy is deprecated I don't think this is going to get fixed."	javax.security.auth.Policy	0	1	0	0	n
Good point.  I've updated the answer to show how to set the jpeg compression.	jpeg	0	0	0	1	o
"Note that according to ,shipilev.net/blog/2016/arrays-wisdom-ancients/#_conclusion, ""toArray(new T[0]) seems faster, safer, and contractually cleaner, and therefore should be the default choice now""."	T[0])	1	0	0	0	p
Why are you using primitive arrays instead of lists? Just curious	lists	0	1	0	0	o
"In spanish they are called ( well I do ) ""Matrushka"" .. :P cultural note."	Matrushka	0	0	0	1	p
Not a fan of the jQuery-style do-everything global function.	jQuery-style	0	0	0	0	n
"I've just printed out all the SourceDataLine and the TargetDataLine that my mixers provide. Strangely, the USB Sound Card only shows a single TargetDataLine (the microphone input). How can I get the obviously existing SourceDataLine to appear?"	USB	0	1	0	1	o
"These classes are for handling the processing of commands recieved from command line. Each class is having the specific logic for the type of command it handles. The interface provides a common api through which you can handle any type of command at runtime. And suddenly there is a usecase where some commands will need to return something( not just display the result), so that this return value can be used for some other purposes. Basically, trying to reuse the existing code."	These	0	1	0	0	o
"This request here is not a JSONArray - it's a JSONObject that has JSONArray inside it, accessible by ""data"" property."	JSONArray	0	0	0	1	o
Updated with an example of how to retrieve the JSONArray. See answer.	answer	0	0	0	1	o
Thank you very much. This really helped a LOT!!! I am now successfully able to query for the One-to-Many children.	LOT	0	1	0	1	o
"when i try to see logs of Heroku, it keep in loading and haven't shown any log for 10mins."	Heroku	0	1	0	0	n
Class names should be uppercase in Java.	uppercase	0	0	0	1	o
I really tried everything and it still doesn''t work.	work	0	1	0	0	n
"This seems interesting...,stackoverflow.com/questions/16561692 "	This	0	0	0	1	o
"This question seems nice, but what i do is to implement a class in my Aplication file that is aware of the lifecycle and nows everthing about the state of the app. I guest that is not what you want."	Aplication	0	0	0	1	o
"Would a simple getId() be enough? (as shown in ,rsjazz.wordpress.com/2012/09/20 ,, in the code just after the sentence ""In case the other end is a work item it uses the location information to get the work item."")"	enough	0	0	0	1	o
"Could you resolve the link though? To a WorkItem? As in ,jazz.net/forum/questions/174327 "	WorkItem	0	0	0	1	o
To VonC This code is not returning the child or parent work item id.	This	0	0	0	1	o
"Agreed. I didn't meant for you to reuse that code as is. Just see of, from your own code (which has a collection of ILink) you can resolve said ILink to a Work Item from which you can get the Id."	ILink	0	0	0	0	o
Is this client code? You should have pointed out. I thought this was a middleware/server code. So i'm asking you what is the expected behaviour of your code?	middleware/server	0	1	0	1	o
"To TheCave3 Yes it is client code, sorry I didn't mention before"	before	0	0	0	0	o
Did you find the solution for this?	this	0	0	0	0	o
"The server is rejecting your request because it appears not to be configured to handle ,application/form-data, content type. Does it have ,consumes = MediaType.FORM_DATA, or similar?"	MediaType.FORM_DATA	0	0	0	1	o
What error you are get in onFailure Method?	Method	0	0	0	1	o
"Can't get it to work, I tried this way: Resources resources = context.getResources(); final int resourceId = resources.getIdentifier(""copy"", ""Integer"",     context.getPackageName())"	Resources	0	0	0	1	o
But To Dor what is your case? Why do you want to detect if someone has clicked the copy??	copy	0	0	0	1	o
What version of RTC are you using again?	again	0	1	0	0	o
I am using RTC 6.03	6.03	0	0	0	0	o
"Recommended reading: ,github.com/ReactiveX/RxJava#continuations"	github.com/ReactiveX/RxJava#continuations	0	0	0	1	p
Why don't you have requestMyData as Single instead so you get the data back when it is ready?	requestMyData	0	0	0	1	o
It is a single (based on it's signature) because I was expecting to chain a method that would actually wait for the result and return it. But i guess I could try and create a single that listen for the incoming data. Thanks for the tip !	It	0	0	0	0	o
"Thank you for answer I understand your point. The problem I have is that I have two operations, that are completely asynchronous and there is ,no way, I can make them synchronous. I have an ,inputstream, from which I block-read incoming data for as long as the connection is alive and an ,outputstream, from which I write data to send. So  when I ,requestMyData(), I am effectively writing bytes ,out, and when the answer comes ,in,, the block-read releases and returns the result then starts block-reading again for next requests. So, two async operations, how can I ,join, them ?"	block-read	0	0	0	1	o
"Meanwhile, the solution I found is starting a second chain with a ,SingleSubject, that triggers when the data is ready. I'll have to keep doing that for now as I have now way of chaining both operations. Especially since I want / must have only ,one reader, to make sure data is properly ready, in the right order."	SingleSubject	0	1	0	0	o
Your response can have JSONArray you just have to json-parse your response. I don't think that JSONArray can be returned as a response unless you have custom Volley request written.	JSONArray	0	0	0	1	o
Hi Alex can u post your desired JSON request along with question?	JSON	0	0	0	1	o
"To AadityaBrahmbhatt Yes, to do this with Volley I will need a custom Volley request. I am unsure how to write it though and would like help with that. I am willing to use a different android library if that would work better."	Volley	0	1	0	0	p
"The JSON request posted is the desired JSON request. The JsonArrayRequest library does not have a method for posting a JsonArray and getting a JsonObject in response. The request posted, POST a JsonArray and expects a JsonObject in response. To RavindraKushwaha"	JsonArray	0	0	0	1	o
"Ok, I was unsure what that exception meant. So I will have to create a thread which calls the Yelp API? I suppose I can run this thread from my main activity?"	Yelp	0	0	0	1	o
Which rest assured version?	version	0	0	0	1	o
Updated the code used and sample logger from rest assured	logger	0	0	0	1	o
"Thanks for your reply To desertnaut . Yes, I am little confused about how exactly I can calculate TPR and FPR for different threshold values. I am not using default evaluation functions to generate ROC, I want to calculate TPR and FPR for each threshold point using TP, FP, FN, TN. I want to calculate  TPR and FPR like as precision and recall using Java Code (see Source Code)."	TPR	0	1	0	0	o
"ROC is pointless with classification methods, as the decision has already been made by the algorithm and there is no threshold to vary any longer. You need to get access to the class probabilities or some raw, quantitative score. I don't know how you'd do that with weka. Maybe try to find a regression algorithm instead."	probabilities	0	1	0	0	n
Thanks for your comment and suggestion.	suggestion	0	0	0	1	p
Try in postman.	postman	0	0	0	1	n
"To me looks like when you call this endpoint "",googleapis.com/books/v1/volumes,{id}"" you're expecting a list of ,Book,s under the name ,items,, but that's not what the documentation says you'll get. It says you get 1 book and it's info is under a json object with key ,volumeInfo,."	items	0	0	0	0	o
To Thorvald閼寸帾avsenV. were you able to solve this? im running into the same issue.	this	0	0	0	1	o
When the user is logged in I'm getting an Xauth token.	token	0	0	0	0	o
"ApiAuthenticationToken is not recognized, is this an import?"	ApiAuthenticationToken	0	0	0	1	o
Wouldn't it be easier if you create  a Java POJO and map the Json to the Java class (using Jackson for example) and then call the corresponding methods on the Java class?	Json	0	1	0	0	o
"Your URL is encoded, right? Did you test it with ,POSTMAN,?"	URL	0	0	0	1	o
"How is it supposed to work? I have added it to my project as jar file, but I cannot import javax.comm."	javax.comm	0	1	0	0	o
oracle.com/technetwork/java/javasebusiness/downloads	oracle.com/technetwork/java/javasebusiness/downloads	0	0	0	1	o
POST for passing body in request	POST	0	0	0	1	o
It is a GET method	It	0	0	0	0	o
"Check out ,ietf.org/rfc/rfc1738.txt, (search for ""unsafe"").  Putting ,[...], in your url violates the requirement of 'these must always be encoded'.  I'd reconsider your desired URL format if I were you."	'these	0	0	0	1	o
"Comments are not for extended discussion or debugging sessions; this conversation has been ,moved to chat,. If you are asked for additional information, please ,edit, it into the question."	chat	0	0	0	1	o
"your code expects a single ,model, as response, instead you are getting an object, which has ,results, array of ,model"	model	0	0	0	1	o
Can you please edit and put your full pojo class?	class	0	0	0	1	o
"you haven't put ""API KEY"" in interface      ""To GET(""3/discover/movie?api_key=APIKEY&with_genres=27"")"""	KEY	0	0	0	1	o
"the json has a parent above your ""model"" (the ones that contains page, total result, etc.) your model class is actually a list inside this missing parent class.  you can try auto generating the model classes using ,jsonschema2pojo.org,."	json	0	0	0	1	o
"I've make the similar way, before your post, but output is same, it doesn't get properly names. See my edited question."	way	0	0	0	1	o
"From your edited question, you are printing object. Try to print like this:  System.out.println(response.body().getResults().get(0).getVoteCount());"	this	0	0	0	0	o
"Countries should have a ,private List<String> States, rather"	rather	0	0	0	1	o
"There are many issues with this question. First, your ,json, is not a valid one, maybe is: ,{ ""Countries"":[{""state"":""Queens Land"", ""state"":""Tasmania""}] },. Also if you want ,States, store multiple values, it should be a list as To bradm6s suggested."	suggested	0	0	0	1	o
"Possible duplicate of ,How to generate UML diagrams (especially sequence diagrams) from Java code"	How	0	0	0	1	o
"of cause, done."	done	0	0	0	1	o
"I get also a ""authentication failed"" if I enter the values (transactionID, ...) in the ""Webgui API"" http://<IP>/api/v1/#!/auth/post_auth_finish"	failed	0	0	0	1	n
oh I found my mistake. I used python 2.7.17 instead of python 3. That made the trick. Thank you very much for your help :)	trick	0	1	0	0	o
perfekt. Enjoy getting the desired data from the inverter :-)	inverter	0	1	0	1	o
"Hi, thanks for your help. I tried your code. Unfortunately it says ,{u'message': u'authentication failed'}, at the last request. I was not able to fix the problem. Do you have an idea why this is happening ?"	{u'message'	0	0	0	1	o
"sorry for the following questions ;-)   Did you replace yourSecretPassword with your personal password and ,xxx.xxx.xxx.xxx/api/v1, with the IP of your inverter? My next answer will be the code that completely handles the authentication. Please try that"	yourSecretPassword	0	0	0	0	o
"I just confirmed that the lib isn't missing anything or I'm loading my heic image incorrectly, cause I can get the dimensions of the img by doing heif.getPrimaryImage().getSize(). However, again, I can't get any other useful information out of the image"	lib	0	0	0	1	o
Did you solve this?	this	0	0	0	1	o
"It's not working, the same issue crashing at url.openStream()"	url.openStream()	0	0	0	1	n
"getImageBytes(""https://live.staticflickr.com/65535/49490420043_1f38e0eac0_m.jpg""), works for me."	me	0	1	0	1	o
Does this action need any specific dependencies or manifest file?	dependencies	0	0	0	1	o
"It's not working, the app is crashing at InputStreamReader isr = new InputStreamReader(connection.getInputStream());"	InputStreamReader	0	0	0	1	o
I'm using Flicker Api to get images and data	FlickerApi	0	1	0	0	o
Why from 10000?	10000	0	0	0	1	o
You can use Spring AOP if you are using the Spring Framework.	SpringAOP	0	1	0	0	o
"I am not using spring framework. Basically i want to do some functionality on every method call in java , if there is annotation present on the method"	spring	0	1	0	0	o
What framework you are using building your application	What	0	1	0	1	o
"You are simply trying to build a proxy, so implementing a proxy pattern, the proxy implementation can be generated and injected in replace of the original one"	proxy	0	0	0	1	o
"I think ,BigDecimal sourceAmount = new BigDecimal(""test""), won't ever make it ""to validation""! (due to prior NumberFormatException ..on ""desirialization level"")"	BigDecimal	0	0	0	1	n
"...Or I could add logic in getter to return BigDecimal, as the private String field will be encapsulated. Thanks a lot for your tip!"	getter	0	0	0	0	o
"..actually ,number = ""test"", is ""blunder"", but if you are really concerned about the type&message of exception, then this is a possible workaround (?) ..(but i would leave it ,BigDecimal,, and ""be happy with any exception"":)"	actually	0	0	0	1	o
"can you show more code how internal call with restTemplate happened ? and also the ,MockRestServiceServer, mocking code ?"	restTemplate	0	0	0	1	o
"The call is a simple restTemplate call and the mock is the one above, I only change the URL, for an example of code for the restTemplate code, you can see the spring tutoriel link, it's quite the same as mine."	mine	0	0	0	1	o
"Thanks, but it will mock my first call ? I need to call my API normaly and inside the service behind the first call mock the authentication call. I fear that it won't go further than the first call..."	API	0	0	0	0	o
"The issue is that I don't have any authentication service, it's all in one service (it's a quite small application)... and the method is private.  The contraints on thoses test is maximum coverage and so I need to test that the authentication method call the authentication API... So  the mock of the API is quite mandatory..."	I	0	1	0	1	o
My applications.properties file has this server.servlet.context-path=/kantha/api/v1	applications.properties	0	0	0	1	o
"I should have mentioned that I tried both  ,localhost:8585/kantha/api/v1/items, and  ,localhost:8585/kantha/kantha/api/v1/items, with no luck."	localhost8585/kantha/api/v1/items	0	0	0	1	o
"The DTO would be the way to go, but replace the manual part with ModelMapper ,modelmapper.org, and for the DTOs you can also use project lombok."	ModelMapper	0	1	0	0	o
"You are correct, I seem to have mistaken my Spring Boot version for my Spring version. Oops.  ,StringToCollectionConverter, was actually in the core lib, but wasn't accessible. However, thanks to your suiggestion, I was able to track down other examples though that used a plain ,Converter<S,T>, and was able to refactor the endpoint to work with the specific Enum the Integers represented. Details are in my own answer.  Thank you for the suggestion that eventually lead to the solution though!"	Integers	0	1	0	0	o
To HappySingh can you be more clear because i'm new to Kotlin	Kotlin	0	0	0	1	n
"You could use an API - like - ,youtube_transcript_api, = this is for Python, though - and there, from the results of the API, you can loop the transcript and search for your desired/expected captions. You can find an idea about what in ,this question, and the answer I posted there."	youtube_transcript_api	0	0	0	1	o
What is the question?	What	0	0	0	1	o
Try to use ControllerAdvice to handle the thrown exception and return 404 response	ControllerAdvice	0	1	0	0	o
I think you can let it throw such that exception and handle it in your RestControllerAdvice file by your To ExceptionHandler method when its message is what you expect	RestControllerAdvice	0	0	0	1	o
"that's a very old blog post. you are much better off using the official quickstart: ,github.com/karatelabs/karate#quickstart, - or if maven is too hard, just use the ZIP release: ,github.com/karatelabs/karate/wiki/ZIP-Release"	release	0	1	0	0	p
"Agreed and thanks for your reply, That issue is resolved but can you help with fixing up karate-config.js file issue. Here the issue is the file is not considered as Java script even though if i add functions properly."	karate-config.js	0	1	0	0	o
"sorry I can't help with that unless you follow this process: ,github.com/karatelabs/karate/wiki/How-to-Submit-an-Issue"	github.com/karatelabs/karate/wiki/How-to-Submit-an-Issue	0	0	0	1	p
jdk.internal.reflect.NativeMethodAccessorImpl.invoke0	jdk.internal.reflect.NativeMethodAccessorImpl.invoke0	0	0	0	1	o
stackoverflow.com/a/20387678/438154	stackoverflow.com/a/20387678/438154	0	0	0	1	o
Isn't that the point of a predicated list that you only want things in the list that adhere to the conditions defined for it?    Why not just use an ordinary list?	predicated	0	0	0	1	o
"Yes, it is the point of a predicated list. But I want it to quiety ignore things that don't match the predicate, i.e. do the predicate check, but don't complain if it doesn't match."	predicated	0	0	0	1	o
"That's logically the same behavior as an ordinary list, since you don't care about the predicate check informing you that an element didn't pass."	list	0	0	0	1	o
"No it isn't the same. You can add null to a standard ArrayList as many times as you want. They go in as individual elements. So do ""l.add(null); l.add(null); l.size();"". l.size() will return 2. I don't want the nulls to be added to the list, hence why I want to use something like a PredicatedList."	PredicatedList	0	1	0	0	o
"Ok, Thanks, if some Open Office's API can add checkbox, I'm going to use that."	that	0	1	0	0	o
"Thanks for your fast answer. Have you added checkbox to the MS Excel file? Anyway, I'll check it out."	checkbox	0	0	0	1	o
I think I may end up using Spring. :)	Spring	0	1	0	1	o
"For completeness, can you please either include the file ,OBRecortada3.owl,, or post a link to where it can be found on-line."	OBRecortada3.owl	0	0	0	0	o
I posted the full code above. Thanks.	Thanks	0	0	0	1	o
"The contents of the ontology are still not shown. Your code looks OK to me - so I suspect it's an issue with your data. However, unless we can look at the data, it's not possible to say for sure, or, indeed, to say what the problem is and how you can fix it."	ontology	0	0	0	1	o
"Hi Ian! My code and ontology are small, so I able to check the algoritm result with ontology. Bellow (or above) the complete code. I don't know if I can to post here the ontology that I'm using, so I will post the algoritm results. I'm little time this forum, so you forgive me ""by gaffes"". Thank so much."	My	0	0	0	1	o
"I could not post the pictures the result of the code, but I'm new to the forum. Sorry."	code	0	0	0	1	o
"I think that problem is in ""classe.hasSubClass"", but I don't know how to solve."	classe.hasSubClass	0	0	0	1	o
"Also this one ,stackoverflow.com/questions/857420 , Which I included in my answer"	Which	0	0	0	1	o
Hmm the question now talks about Threads... weird edit.	Threads	0	0	0	1	o
Java is a very old language that has gone through many iterations and they try like hell to be backward compatible. This is akin to Python < 3.0. Java unfortunately does not have a benevolent dictator like Ruby and Python so changes that break stuff are very hard to get placed in the language (we have an evil fat/lazy dictator named oracle). If it really bothers you I recommend you look at Scala (which has the opposite problem of changing everything every release).	Java	0	1	0	0	o
"Android has it's own NFC library ,developer.android.com/guide/topics/nfc/index.html"	NFC	0	0	0	1	o
Will android only work with that library or is there another library that works more openly? Thanks	Thanks	0	1	0	0	p
I guess it will only work with that library because Android does not want you to access hardware outside of their permission controlled system.	Android	0	1	0	0	o
"You want to implement ,SomeType, in your own model for which reason? If ,SomeType, is already from the API why not implement it there?"	SomeType	0	1	0	1	o
What about using some sort of ACLs to your API methods?	ACLs	0	1	0	1	o
"Good idea, but it has more time to spend! I want to do this without changing Networking and UI thread conflicts. :)"	Networking	0	1	0	0	o
"StrictMode is available from API level 9. I think you should have a minSdk for 1.6 and targetSdkVersion is more for behavioral / appearance changes, so If you need it you can also set that."	targetSdkVersion	0	0	0	1	o
"You can safely suppress Lint errors. These are just warnings. So use To SuppressLint(""NewApi"")"	To	0	1	0	0	p
"To Nox - why can't you have the JVM generate and load its own classes?  Why do you need to transform?  If libraries like Hibernate can do all of its bytecode manipulation without using attach, I highly doubt that your ""lightweight project"" needs to.  :-)"	Hibernate	0	1	0	1	o
"Did you get any solution? I am looking something like for my post request. Different input should give different outputs, but the API is the same."	API	0	0	0	0	o
What do you mean by not working?	working	0	1	0	1	o
"To RaghavSood Well, the emulator keeps shutting down.  I get errors like these: 09-20 11:30:17.256: E/AndroidRuntime(678): 	at android.app.ActivityThread.performLaunchActivity(ActivityThread.java:2059)  AND  09-20 11:30:17.256: E/AndroidRuntime(678): java.lang.RuntimeException: Unable to start activity ComponentInfo{de.vogella.android.twitter.json/de.vogella.android.twitter.json.ParseJSON}: android.os.NetworkOnMainThreadException"	emulator	0	0	0	1	o
"Do you want to replace these: -  ,\u003c,, ,\u003e,??"	\u003c	0	0	0	1	o
"I do the parsing only like the developers guide, but still i got the same problem"	parsing	0	0	0	0	o
I guess \u003cb is not Java it must be json so that was the best I could do	\u003cb	0	0	0	1	o
Can you please clarify on using SealedObject for validity. I do not see any API in the SealeObject for setting validity/expiry. Thanks	SealedObject	0	0	0	1	o
"Yeah, I'm using JBossDevStudio almost same as Eclipse IDE. I'm writing standalone Java classes to perform schema replication. I'm using partner.jar generated from partner.wsdl and wsc.jar . Using meta data api there is a method to change the schema but all I want is the last modified field of each sObject :( , I'll anyways try implementing your 3rd suggestion :)"	Java	0	1	0	0	o
"This is an XML response, you can parse it using an XML parser(DOM, SAX or pullparser)"	This	0	0	0	0	o
What goes in [search query]?	query]	0	0	0	1	o
"Thank you very much for the reply, but it does not work, I have adapted the code and put json value in json var string, but an error occurs before launching the execution: ,code, java.util.concurrent.ExecutionException: org.apache.catalina.LifecycleException: Failed to start component [StandardEngine[Catalina].StandardHost[localhost].StandardContext[/nimble]]  I'm trying with this code ,link,, but I get 409 http error :( . Thank you again!"	reply	0	1	0	0	o
Are you sure your json is valid?	json	0	0	0	1	o
To 閿滄槒顧勯敎鍊熴亣閿滄槒銇嗙憸鐑?I might be wrong but I think that HttpClient works with HTTPS natively as long as you provide the correct URL. I just got this to work by switching to the Imgur API v2 but I'm not sure why this won't work with version 3.	HttpClient	0	1	0	0	o
"This is absolutely off-topic for Stack Overflow; SO is not a recommendation service, the question is asking for a list of tools and is primarily opinion-based."	This	0	0	0	1	n
"Thanks! Assuming money is not an issue, what would you choose?"	Assuming	0	0	0	1	n
Thanks for fast response c: Will give a go!	go	0	0	0	1	p
"Try and get the ksoap library into your project so you can import the classes etc first... ,code.google.com/p/ksoap2-android/wiki/HowToUse"	ksoap	0	0	0	1	o
I have exactly the same problem. Did you get to solve it?	it	0	0	0	0	o
"Apparently ,the ,sc, command can do it,, and I would assume it's using SCManager functions to do so."	SCManager	0	1	0	0	o
"Hi, thanks. But 1. I can't/won't call a ""3rd party"" tool and read the stream. 2. hmm I don't found out anything about which apis this tool is calling. The question is: Which API this tool calls to query all installed windows services? But thanks so far"	3rd	0	0	0	1	n
"It looks like ,EnumServicesStatusEx, is what you want."	EnumServicesStatusEx	0	0	0	0	o
"Please mark in the code where you see the failure/crash.  Make sure you run with ,-Djna.protected=true, (system property)."	#NAME?	0	0	0	1	o
"here, the field 'tags' is not an array, its a simple string field and I want to list all documents which have 'grails', 'elasticsearch' or 'java' in the field; any one of them. thanks"	'tags'	0	0	0	1	o
If my understanding is correct the Android camera APIs are quite limited	Android	0	0	0	0	o
"Nick, I'm getting error error: constructor QueryRequest in class QueryRequest cannot be applied to given types;                         QueryRequest teamRequest = new QueryRequest(projectObject.getAsJsonObject(""TeamMembers""));   required: String   found: JsonObject   reason: actual argument JsonObject cannot be converted to String by method invocation conversion.How do I solve this error?"	QueryRequest	0	1	0	0	o
"Yes, I have everything.. maybe another cause of the problem you can think of?"	everything	0	0	0	1	o
"Try to update your version of ,google-api-client, from ,here,. What is the version your using now?"	google-api-client	0	0	0	1	o
"I couldnt find a decent download for the google-api-services-bigquery v2-rev19-1.7.2-beta jars, can you help me?"	google-api-services-bigquery	0	0	0	1	p
"I added the jars, and now the code gives this error in the  static void runQueryRpcAndPrint( part : The method execute() is undefined for the type Bigquery.Jobs.GetQueryResults"	execute()	0	0	0	1	o
"In this line : Bigquery bigquery = new Bigquery(HTTP_TRANSPORT, JSON_FACTORY, credential); it collapses (debug mode) and the error is ""source not found"""	Bigquery	0	0	0	1	o
You need to include them!	them	0	0	0	1	o
stackoverflow.com/questions/3612567	stackoverflow.com/questions/3612567	0	0	0	1	o
"To Devs not really, that question is about how to package code as an API, this question is more about what a good API looks like."	API	0	0	0	1	o
"Thanks, or should I just use the interface and let it implement the interface, but remove the static from all checking method. So, if others want to use my API, they just instantiate the interface, and use instance.checkName() to call method ? is that a good way ?"	interface	0	1	0	0	o
"Thanks very much for your elaborated and useful feedback. I actually know how the people class is going to be checked.  but just the people class may be changed and I also need to make some change on my checking function. But, I know how the people class is going to change and how I should change my check function.  The consumer of my checking function dont need to change their code for existing checking function like check name, and they need to add new function call for newly added checking function like checkingAddress.  Yes, I should make the ppl class final cause I just read it not write"	ppl	0	0	0	1	o
"If only you alone ever need to change the checking function but your users are never supposed to change them, then I would definitely use public static methods for these functions. But if somehow possible, I'd consider adding a single default checking method instead of multiple ones. E.g. just ,public static check(People),. This default method could then call the more specific functions like ,checkName,, ,checkAddress, etc. as appropriate. This way your users would perhaps not need to change their code each time you add a new checking function to your code."	checkName	0	1	0	0	o
"Mmph, I was asking more about how specifically you use the key in your youtube player. I've never used a server key before, but when I last got the FileNotFound error using an Android key, it was because I'd mixed up where to put the video id vs the api key. That obviously might not be your problem, but it's hard to tell what's going on without seeing how you're using the key."	key	0	1	0	0	o
"Ahh. Okay. I've never done a direct youtube call from Android using the API, and to some extent I wonder if it's even possible. As far as I know, when it comes to using Youtube on Android, you've got two options. One (recommended!) you use the YoutubePlayer API, which is super easy to use, or two, you use the RTSP link, parse the JSON, and get a (usually really crappy quality) video. ,This, is a decent example of how to implement the former."	Youtube	0	1	0	0	p
Could you please share the code for MyAction as well.. I can't get this working..	MyAction	0	0	0	1	o
What exactly is the issue?	issue	0	0	0	1	o
"Hi, did you find a solution around this? Is it an Android project? I am having similar issues here..Thanks!"	this	0	0	0	0	o
"oh...so that means that in the endpoint i can add something like ,localhost:9000, ?"	localhost9000	0	0	0	1	o
"Yes, you can add, but that endpoint should support the HTTP Method you have added through API Definition. ,docs.wso2.com/display/AM190/Create+and+Publish+an+API"	API	0	1	0	1	o
"It's better to write some description or comments on code. BTW, Thanks!"	code	0	0	0	1	o
hi To zesen i am not able to connect to server you help me?	zesen	0	0	0	0	o
When OnConnected is called? And when you are sending the request?    I can tell you first you're sending... And onConnected is called after that...	And	0	0	0	1	o
When should I use the .connect() method? I want to set the variable values to the values returned in the onConnected() method.	connect()	0	1	0	0	o
"Is it still null when you try ,localhost:8080/api/test?token=somevalue&test1=12345, from your browser?"	localhost8080/api/testtoken=somevalue&test1=12345	0	0	0	1	o
To Egemen yes and POSTMAN	POSTMAN	0	0	0	1	o
Never use regex for something that can be easily parsed.	regex	0	1	0	0	n
Ok thank you! a gson parser it is then!	gson	0	0	0	1	p
"To ochi that could be an answer, adding the fact that WHEN there is different API versions to use. I have seen companies that just change without let the old one available. I know, terrible but it happens"	use	0	1	0	0	o
"To JorgeCampos definitely happens; I've seen it too... serious companies with interests in keeping their consumers happy know not to do that :) - even then, eventually they might drop support for old/deprecated APIs (with enough warning, communication to the consumers, of course) - per your suggestion, adding it as an answer"	course)	0	1	0	1	o
"Yeah, those are the steps I would use assuming a Java API was not provided."	Java	0	0	0	0	o
thanks Robert. I have one more question. So let say I have a Java web application. Then I want to consume APIs from Weather.com to integrate weather info into my app. From my understanding I can consume it in 2 ways: 1) Using Javascript to call the API and display result in the browser 2) Call API on the server side (my app's server side) and then send result to my app's client (ie: browser)  Is this correct?	API	0	0	0	0	o
"I'm not familiar with weather.com's API, but both of those solutions seem viable to me."	weather.com's	0	0	0	1	p
"HI Ochi. Can you be more specific about ""many ways"". For each way, can you list out the steps like I do. Thanks"	many	0	0	0	0	o
Thanks Ochi. These explanations helps	These	0	0	0	0	p
how to input a JSON object and response like you test. I'm interesting that.	JSON	0	0	0	1	p
"Thanks Tabish. Does this work in with Appium server as well? I noticed appium is not supported by BrowserMobProxy. Here is the link  ,github.com/appium/appium/issues/4968,. Do you have any suggestions?"	Appium	0	1	0	0	p
"I tried the apporach as well you mentioned, har file is generated without any information more than the basics. Here is the info. { 	""log"": { 		""version"": ""1.2"", 		""creator"": { 			""name"": ""BrowserMob Proxy"", 			""version"": ""2.1.0-beta-3-littleproxy"", 			""comment"": """" 		}, 		""pages"": [{ 			""id"": ""Second.har"", 			""startedDateTime"": ""2016-05-26T21:42:46.453+02:00"", 			""title"": ""Second.har"", 			""pageTimings"": { 				""comment"": """" 			}, 			""comment"": """" 		}], 		""entries"": [], 		""comment"": """" 	} }"	apporach	0	0	0	1	o
Did you set up your phone to route its traffic via proxy port(8897 in the example)?	example)	0	0	0	1	o
Yes Tried it that but app starts complaining that the network is being monitored. Also my app does not work on Rooted devices.	Rooted	0	0	0	0	o
"Thank you! I used '--data-urlencode' and ""nfs://"" prefix. It worked."	nfs//	0	1	0	0	p
Isn't that what I'm doing by adding the key to the API call in my provideOkhttpClient() method which injects the Okhttp instance? Or are you talking about creating another method in my Netmodule class just to inject the key? The key will always be the same.	Okhttp	0	1	0	1	o
I am right or wrong. I don't know as per my knowledge we can do one thing just check the data is available in db or not like getFooById(id); if you get the data than you can delete same data otherwise you can throw the exception that data is not there	wrong	0	0	0	1	o
"That's not suitable. As I wrote in my question, the direct way will be introduce synchronisation on particular entities's ids. This will simply prevent DB from being locked, so it will be no any hassles with timeout exceptions - sequentially executed DELETE methods will quickly return OK, as deleting of an absent entity in my API is legal operation. My question was about: is it possible or not, use existent capabilities of Spring MVC framework to do the same trick on more higher level."	synchronisation	0	1	0	0	o
Thank you! now this error appears: error: my.github.tomas.talisproject.data.remote.FirebaseService.Firebase cannot be provided without an To Provides-annotated method.	errormy.github.tomas.talisproject.data.remote.FirebaseService.Firebase	0	0	0	1	o
"See how you provide ,Firebase, instance in your module. You have annotated it with ,To Named(FIREBASE),, it means you have to annotate it in the constructor parameter also."	Firebase	0	1	0	1	o
"Thanks, there is filter in rest assured, going to investigate, how can I use it"	it	0	1	0	0	o
"You can use kind of some key mechanism, if it is available in payload then only you'll serve request otherwise not. You can use OAuth also for this."	OAuth	0	1	0	0	o
"To user3145373�?If its static payload. what suppose, if he finds and add it in header?"	user3145373�?	0	0	0	1	o
"you are welcome - So, do not worry and use a parameter. it makes more sense and less code duplication... When (and if) you decide to go with microservices you will need to revisit and restructure everything anyway...  PS. ... I'm not a REST fan of any kind ... :-)"	parameter	0	1	0	0	p
please check https: security.. because almost all the smtp server using ssl protocol	security	0	0	0	1	o
"Here is the complete working example ,javabycode.com/spring-framework-tutorial/spring-boot-tutorial "	Here	0	0	0	1	o
"In your code, ,to, is not an email address, but a domain. I find it strange that you wouldn't see an error message, though."	code	0	0	0	1	o
"stackoverflow.com/questions/4894954 , this is the meaning for mail.smtp.ssl.trust"	mail.smtp.ssl.trust	0	0	0	1	o
"I spent a few very painful hours myself to do something useful with the RTC APIs. From that point of view, I wish I could upvote this multiple times. Just to make up for the energy that it probably cost you at some point to acquire the knowledge ..."	RTC	0	1	0	0	n
