string1   	string2	Entity	Performance	Usability	Security	polarity
Thanks for your response rohit. I've completed by creating a Hash Map for formParams.   	"thanks for the ,MediaType.MULTIPART_FORM_DATA_VALUE, const  "	Hash	0	0	0	0
Thanks for your response rohit. I've completed by creating a Hash Map for formParams.   	"thanks for the ,MediaType.MULTIPART_FORM_DATA_VALUE, const  "	formParams	0	0	0	0
NULL	We are experiencing the same issue.  This has just started today a few hours ago.  We get - Error A temporary internal problem has occurred. Try again later.  Out service has been running for several years without a problem.	later	0	0	0	0
NULL	We are experiencing the same issue.  This has just started today a few hours ago.  We get - Error A temporary internal problem has occurred. Try again later.  Out service has been running for several years without a problem.	Out	0	0	0	0
We are experiencing the same issue.  This has just started today a few hours ago.  We get - Error A temporary internal problem has occurred. Try again later.  Out service has been running for several years without a problem.   	"The same error is ocurring using Google Script. The error started August 1st, in the afternoon. I believe it was around 19:00 GMT, by memory, when this message first appeared. Even changing accounts - changing credentials - the problem persists. Possibly a problem with ALL guys trying to ""createContact"" or using the Contacts API in general. This would be a good news: Google probably will ASAP try to solve it.  "	createContact	0	0	0	0
We are experiencing the same issue.  This has just started today a few hours ago.  We get - Error A temporary internal problem has occurred. Try again later.  Out service has been running for several years without a problem.   	"The same error is ocurring using Google Script. The error started August 1st, in the afternoon. I believe it was around 19:00 GMT, by memory, when this message first appeared. Even changing accounts - changing credentials - the problem persists. Possibly a problem with ALL guys trying to ""createContact"" or using the Contacts API in general. This would be a good news: Google probably will ASAP try to solve it.  "	Contacts	0	0	0	0
I was looking for resources to get started with Bayesian networks. Will have a look at the WEKA API you mentioned.   	"Does the WEKA GUI itself use the API? If so, you could use that as an example. You could also take a peek at the source code just to see if any of it makes sense.  "	WEKA	0	0	0	0
I was looking for resources to get started with Bayesian networks. Will have a look at the WEKA API you mentioned.   	"Does the WEKA GUI itself use the API? If so, you could use that as an example. You could also take a peek at the source code just to see if any of it makes sense.  "	WEKA	0	0	0	0
"It depends how you have designed your rest service. Ya , a POST request can receive response body.   "	"No. First, the URI ,is, the ID (hence the name). Second, I wrote ""a representation of the resource"", this means it's essentially the same you'd get if you followed the link in the ,Location, header, read: the JSON you originally sent in your case.  "	URI	0	0	0	0
"It depends how you have designed your rest service. Ya , a POST request can receive response body.   "	"No. First, the URI ,is, the ID (hence the name). Second, I wrote ""a representation of the resource"", this means it's essentially the same you'd get if you followed the link in the ,Location, header, read: the JSON you originally sent in your case.  "	ID	0	0	0	0
What do you mean by that ?(but with numbers in english format (with commas instead of dots)   	"Well, I should have said ""with commas instead of period""  "	dots)	0	0	0	0
What do you mean by that ?(but with numbers in english format (with commas instead of dots)   	"Well, I should have said ""with commas instead of period""  "	with	0	0	0	0
What do you mean by that ?(but with numbers in english format (with commas instead of dots)   	"Well, I should have said ""with commas instead of period""  "	commas	0	0	0	0
"you are right. If the sort order would be irrelevant , i could use a queue for the task.   "	"To Andreas note that I fixed some errors in my code (I had ,headSet(), instead of ,tailSet(), and needed to ""readd"" the last element). Also please note that this is just an example for you to build on and you'd still need to check for bugs and fix them.  "	headSet()	0	1	0	0
"you are right. If the sort order would be irrelevant , i could use a queue for the task.   "	"To Andreas note that I fixed some errors in my code (I had ,headSet(), instead of ,tailSet(), and needed to ""readd"" the last element). Also please note that this is just an example for you to build on and you'd still need to check for bugs and fix them.  "	tailSet()	0	1	0	0
"you are right. If the sort order would be irrelevant , i could use a queue for the task.   "	"I thought of this. But i hoped there were an efficient implementation out there :-). Removing the last element in a TreeSet could be costly, because the whole list has to be traversed. For Java 1.6 i could use NavigableSet, there is a pollLast() method which should be fast.  "	TreeSet	0	1	0	0
"you are right. If the sort order would be irrelevant , i could use a queue for the task.   "	"I thought of this. But i hoped there were an efficient implementation out there :-). Removing the last element in a TreeSet could be costly, because the whole list has to be traversed. For Java 1.6 i could use NavigableSet, there is a pollLast() method which should be fast.  "	costly	0	1	0	0
"JGroups looks nice, and I also found Apache Tribes through another channel. Thanks a bunch! : )   "	To Cletus - have a look at ZeroConf - it is what you describe done right and of production quality.	JGroups	0	0	0	0
"JGroups looks nice, and I also found Apache Tribes through another channel. Thanks a bunch! : )   "	To Cletus - have a look at ZeroConf - it is what you describe done right and of production quality.	ZeroConf	0	0	0	0
"Maybe this could help (setting the module lang level): ,stackoverflow.com/questions/37787079NULL"	"apparently, ,android-developers.googleblog.com/2017/03 , ... well, retrolambda to the rescue... though there's still hope  "	level)	0	1	0	0
"Maybe this could help (setting the module lang level): ,stackoverflow.com/questions/37787079NULL"	"apparently, ,android-developers.googleblog.com/2017/03 , ... well, retrolambda to the rescue... though there's still hope  "	stackoverflow.com/questions/37787079NULL	0	1	0	0
"Maybe this could help (setting the module lang level): ,stackoverflow.com/questions/37787079NULL"	"apparently, ,android-developers.googleblog.com/2017/03 , ... well, retrolambda to the rescue... though there's still hope  "	android-developers.googleblog.com/2017/03	0	1	0	0
wow thank you! I figured something was wrong with the API but I didn't know if previous versions would help.   	"I could be wrong but I think I am. I add a cell to rSheet which has index 0. Then when I call copySheet it is copying from the sheet at index 0 and putting the newSheet at index 0 right? Ive tried outputBook.copySheet(0, ""copy"", 1); to put the copy at index 1 but that gives the same error.  "	API	0	1	0	0
wow thank you! I figured something was wrong with the API but I didn't know if previous versions would help.   	"I could be wrong but I think I am. I add a cell to rSheet which has index 0. Then when I call copySheet it is copying from the sheet at index 0 and putting the newSheet at index 0 right? Ive tried outputBook.copySheet(0, ""copy"", 1); to put the copy at index 1 but that gives the same error.  "	rSheet	0	1	0	0
"Look at the interfaces ,LinkedList, implements. To be that kind of polymorphic, it has to implement those methods.   "	"Absolutely, List<T> is an interface that did not have methods ,addLast,, ,offer, and ,offerLast, :).  "	offer	0	1	0	0
"Look at the interfaces ,LinkedList, implements. To be that kind of polymorphic, it has to implement those methods.   "	"Absolutely, List<T> is an interface that did not have methods ,addLast,, ,offer, and ,offerLast, :).  "	offerLast	0	1	0	0
"I guess this seems kind of a debate topic, although I'm certainly sympathetic.   "	"I'm guessing you meant to type ""I see a lot of J2ME emulators and ,such,"" but ""I see a lot of...suck"" seems oddly appropriate for the question ;-)  "	I'm	0	0	0	0
"I guess this seems kind of a debate topic, although I'm certainly sympathetic.   "	"I'm guessing you meant to type ""I see a lot of J2ME emulators and ,such,"" but ""I see a lot of...suck"" seems oddly appropriate for the question ;-)  "	emulators	0	0	0	0
Have you had a look at the example client linked on the kraken API page? I think the C# client is easy to understand and should be portable to Java without major effort.   	"Just out of curiosity you replaced the values for ,key, and ,secret, with some real values that you obtained from kraken, yes?  "	key	0	1	0	0
Have you had a look at the example client linked on the kraken API page? I think the C# client is easy to understand and should be portable to Java without major effort.   	"Just out of curiosity you replaced the values for ,key, and ,secret, with some real values that you obtained from kraken, yes?  "	secret	0	1	0	0
"See ,stackoverflow.com/questions/3897509/c-standard-api   "	"You are not really complaining about a standard API but rather a standard set of centralized documentation. You could say that it is defined in the standard. See ,here, or a copy ,here  "	standard	0	0	0	0
"See ,stackoverflow.com/questions/3897509/c-standard-api   "	"You are not really complaining about a standard API but rather a standard set of centralized documentation. You could say that it is defined in the standard. See ,here, or a copy ,here  "	API	0	0	0	0
"Check ,stackoverflow.com/questions/35447981NULL"	Tomcat's diagnostics are pretty poor in this scenario. Earlier on in the log it should have output something that explains why the child component failed to start.	Tomcat's	0	1	0	0
"Check ,stackoverflow.com/questions/35447981NULL"	Tomcat's diagnostics are pretty poor in this scenario. Earlier on in the log it should have output something that explains why the child component failed to start.	diagnostics	0	0	0	0
NULL	That example is wrong. Java does not have output parameters.	wrong	0	0	0	0
NULL	That example is wrong. Java does not have output parameters.	Java	0	0	0	0
That example is wrong. Java does not have output parameters.   	To Chathuranga: take a closer look at the example.  It is using a StringBuilder not a String!!	Java	0	1	0	0
That example is wrong. Java does not have output parameters.   	To Chathuranga: take a closer look at the example.  It is using a StringBuilder not a String!!	StringBuilder	0	1	0	0
That example is wrong. Java does not have output parameters.   	Is this String object the java.lang.String? (which is immutable)	wrong	0	0	0	0
That example is wrong. Java does not have output parameters.   	Is this String object the java.lang.String? (which is immutable)	Java	0	0	0	0
That example is wrong. Java does not have output parameters.   	why use a StringBuilder at all?	wrong	0	0	0	0
That example is wrong. Java does not have output parameters.   	why use a StringBuilder at all?	Java	0	1	0	0
That example is wrong. Java does not have output parameters.   	"Do you ask ""what is the use of StringBuilder"" or ""Why use StringBuilder in this case""? Generally StringBuilder is for fast string building and concatenation (as the name suggests). In this case it is the only way to achieve desired effect (returning string value by modification of function argument). You can't do this with String object as it is immutable.  "	Java	0	1	0	0
That example is wrong. Java does not have output parameters.   	"Do you ask ""what is the use of StringBuilder"" or ""Why use StringBuilder in this case""? Generally StringBuilder is for fast string building and concatenation (as the name suggests). In this case it is the only way to achieve desired effect (returning string value by modification of function argument). You can't do this with String object as it is immutable.  "	StringBuilder	0	0	0	0
That example is wrong. Java does not have output parameters.   	"Object creation is cheap and should ,not, be the reason to clutter your code with constructs that have no further purpose than to reduce the number of created objects.  "	wrong	0	0	0	0
That example is wrong. Java does not have output parameters.   	"Object creation is cheap and should ,not, be the reason to clutter your code with constructs that have no further purpose than to reduce the number of created objects.  "	Java	0	0	0	0
That example is wrong. Java does not have output parameters.   	"To Bombe:  (1) Even if object creation is cheap, object creation ,and, assigning cannot be cheaper than just assigning  (2) It is not only creation that costs; there is also garbage colletion that costs.  (3) There are Java evironments where object creation is extremely expensive (Java Card). Here object creation should be avoided whenever possible  "	wrong	0	0	0	0
That example is wrong. Java does not have output parameters.   	"To Bombe:  (1) Even if object creation is cheap, object creation ,and, assigning cannot be cheaper than just assigning  (2) It is not only creation that costs; there is also garbage colletion that costs.  (3) There are Java evironments where object creation is extremely expensive (Java Card). Here object creation should be avoided whenever possible  "	Java	0	1	0	0
That example is wrong. Java does not have output parameters.   	"In my opinion, this is a really ugly and bad way to return more than one result. Instead, create a (bean) class that contains the multiple things you need to return, and let the method return an instance of that. Slightly worse: Return an Object[] that contains the multiple things.  "	Java	0	0	0	0
That example is wrong. Java does not have output parameters.   	"In my opinion, this is a really ugly and bad way to return more than one result. Instead, create a (bean) class that contains the multiple things you need to return, and let the method return an instance of that. Slightly worse: Return an Object[] that contains the multiple things.  "	(bean)	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"Wow, stackoverflow is huge! I knew about meta and askubuntu from Google searches, never heard of codereview though. If I get the brain spark for the child command handling, I'll be sure to post there! Thanks for the link :)  "	latter	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"Wow, stackoverflow is huge! I knew about meta and askubuntu from Google searches, never heard of codereview though. If I get the brain spark for the child command handling, I'll be sure to post there! Thanks for the link :)  "	there	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"In that case you could also just accept something like ,To Command(""/test sub""), as annotation for classes/functions, no?  "	latter	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"In that case you could also just accept something like ,To Command(""/test sub""), as annotation for classes/functions, no?  "	To	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"Okay no, I'm getting nowhere. I thought about using something like ,Result register(Object root, Object child), on the command registration, but trying to write example code for that boils again down to building some sort of object graph in one method, which is what I wanted to avoid. I think I'll need some time to think this through more, maybe I'll get a random spark later in the day...  "	latter	0	0	0	0
"This question sounds a bit like software design or a code review. If the latter, there is an ,SE site designed for those questions,.   "	"Okay no, I'm getting nowhere. I thought about using something like ,Result register(Object root, Object child), on the command registration, but trying to write example code for that boils again down to building some sort of object graph in one method, which is what I wanted to avoid. I think I'll need some time to think this through more, maybe I'll get a random spark later in the day...  "	Result	0	0	0	0
NULL	"Are you sure that ,requestProperty, is how to set a header? Also, you have a stray space in ,Authorization ,.  "	requestProperty	0	0	0	0
NULL	"Are you sure that ,requestProperty, is how to set a header? Also, you have a stray space in ,Authorization ,.  "	header	0	0	0	0
To parsecer Are you passing a Content-Length ?   	"I am wondering the same, If calls via postman works then this should work as well  "	Content-Length	0	0	0	0
To parsecer Are you passing a Content-Length ?   	"I am wondering the same, If calls via postman works then this should work as well  "	same	0	0	0	0
"Hello Ernst, have you solved in the meanwhile?   "	"If that is the issue you can do so using the API in the link I posted, notice the API works with the raw git objects and therefore you are able to perform any git function. Including staging and committing multiple files. this should be done using the tree object. An excellent explanation of how this object works and how you can achieve the steps to perform the commit is placed on pro git book.  "	API	0	0	0	0
"Hello Ernst, have you solved in the meanwhile?   "	"If that is the issue you can do so using the API in the link I posted, notice the API works with the raw git objects and therefore you are able to perform any git function. Including staging and committing multiple files. this should be done using the tree object. An excellent explanation of how this object works and how you can achieve the steps to perform the commit is placed on pro git book.  "	API	0	0	0	0
what did you end up doing? I am performing something similar.   	"Thanks for the response. The problem with ,my, config is that ist is mine :-), and could be detached from Producer/Consumer.  If I have application server, where there are many beans, and they are using the same producer/consumer. There are questions: When producer was created, what configuration it has, was it created only one time, or there were overlapping ""new KafkaProducer/Consumer""s. Of course in perfect software all is clear and done well. But sometimes I have bugs :-) and debbuging current config is hard, easier would be just to log config or prepare some validation functionality.  "	my	0	0	0	0
what did you end up doing? I am performing something similar.   	"Thanks for the response. The problem with ,my, config is that ist is mine :-), and could be detached from Producer/Consumer.  If I have application server, where there are many beans, and they are using the same producer/consumer. There are questions: When producer was created, what configuration it has, was it created only one time, or there were overlapping ""new KafkaProducer/Consumer""s. Of course in perfect software all is clear and done well. But sometimes I have bugs :-) and debbuging current config is hard, easier would be just to log config or prepare some validation functionality.  "	config	0	0	0	0
I did have a groovy script that would associate the code jars with the sources jars from maven by editing the Eclipse .classpath . I don't use the Maven plugin but I have to imagine it does this association automatically.   	"I like ant a lot, for things maven can't do. But the consistency of maven is a huge time-saver. So if you want real power, use maven and embed ant or gmaven (groovy)  "	maven	0	1	0	0
I did have a groovy script that would associate the code jars with the sources jars from maven by editing the Eclipse .classpath . I don't use the Maven plugin but I have to imagine it does this association automatically.   	"I like ant a lot, for things maven can't do. But the consistency of maven is a huge time-saver. So if you want real power, use maven and embed ant or gmaven (groovy)  "	maven	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"To fmucar: naming ,is, a pretty important part of API design, I'd say. ,Collection, wouldn't be the same thing if I'd had been called ,ThingThatHoldsMultiplesOfOtherThings,.  "	remove(Integer.valueOf(number))	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"To fmucar: naming ,is, a pretty important part of API design, I'd say. ,Collection, wouldn't be the same thing if I'd had been called ,ThingThatHoldsMultiplesOfOtherThings,.  "	I'd	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"I never said it is not important, if you call Collection as ThingThatHoldsMultiplesOfOtherThings thats your fault, not design flaw/fault.  "	remove(Integer.valueOf(number))	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"I never said it is not important, if you call Collection as ThingThatHoldsMultiplesOfOtherThings thats your fault, not design flaw/fault.  "	Collection	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"You can call it objectCollection, collectionOfObjects, objects, objectList, objectSet... this is not design but it is coding convention. It is developer responsibility to give good names not designers/architects. So what i tried to say is, naming may be bad yes. instead of remove(int) maybe it should have been called as removeAtIndex(int)  or something which will make easier to understand.  "	remove(Integer.valueOf(number))	0	1	0	0
"In case of ,List<Integer>,, the appropriate way to remove an int in the list is to use ,remove(Integer.valueOf(number)),.   "	"You can call it objectCollection, collectionOfObjects, objects, objectList, objectSet... this is not design but it is coding convention. It is developer responsibility to give good names not designers/architects. So what i tried to say is, naming may be bad yes. instead of remove(int) maybe it should have been called as removeAtIndex(int)  or something which will make easier to understand.  "	removeAtIndex(int)	0	1	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	"The link you provide says it right there: ,If both exists and notExists return false, the existence of the file cannot be verified.,.  "	injava.io.*	0	0	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	"The link you provide says it right there: ,If both exists and notExists return false, the existence of the file cannot be verified.,.  "	If	0	0	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	OK everyone can have an opinion. I am not defending any decisions design here. Just trying to answer your question.	in	0	0	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	OK everyone can have an opinion. I am not defending any decisions design here. Just trying to answer your question.	java.io.*	0	0	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	"They wanted to avoid throwing ,IOException, if the method could not perform its check so they decided to have two methods instead to aleviate the ambiguity of the ,false, result.  "	injava.io.*	0	0	0	0
Which package are you working in? java.io.* does not have a File class with a notExists() method.   	"They wanted to avoid throwing ,IOException, if the method could not perform its check so they decided to have two methods instead to aleviate the ambiguity of the ,false, result.  "	IOException	0	0	0	0
Multithreading won't solve your memory problem.   	"AFAIK, using ,try (BufferedReader reader = new BufferedReader( new InputStreamReader( allmoviesUrl.openStream(), ""UTF-8"" ) )), closes the ,reader,, who in turn closes the ,InputStreamReader,, who in turn closes the ,InputStream,. Other than that, I agree that parallelization of broken code only makes it crash faster. :D Let's call it ,fail-fast,. :D  "	try	0	1	0	0
Multithreading won't solve your memory problem.   	"AFAIK, using ,try (BufferedReader reader = new BufferedReader( new InputStreamReader( allmoviesUrl.openStream(), ""UTF-8"" ) )), closes the ,reader,, who in turn closes the ,InputStreamReader,, who in turn closes the ,InputStream,. Other than that, I agree that parallelization of broken code only makes it crash faster. :D Let's call it ,fail-fast,. :D  "	(BufferedReader	0	0	0	0
Multithreading won't solve your memory problem.   	"AFAIK, using ,try (BufferedReader reader = new BufferedReader( new InputStreamReader( allmoviesUrl.openStream(), ""UTF-8"" ) )), closes the ,reader,, who in turn closes the ,InputStreamReader,, who in turn closes the ,InputStream,. Other than that, I agree that parallelization of broken code only makes it crash faster. :D Let's call it ,fail-fast,. :D  "	InputStreamReader	0	0	0	0
"Thanks for this answer. I can't now remember why I wanted to know this. I suspect I was wondering if when the running thread updated the condition and called ,unpark,, if that would by itself guarantee the unparked thread would see the updated condition in a consistent state. It seems there is no guarantee, so the only safe choice is to explicitly arrange a memory barrier for the condition update.   "	"I see. If there were a ,happens-before, relationship between ,park(), and ,unpark(),, then the condition would not need to involve a memory barrier. So the question is still valid.  "	park()	0	1	0	0
"Thanks for this answer. I can't now remember why I wanted to know this. I suspect I was wondering if when the running thread updated the condition and called ,unpark,, if that would by itself guarantee the unparked thread would see the updated condition in a consistent state. It seems there is no guarantee, so the only safe choice is to explicitly arrange a memory barrier for the condition update.   "	"I see. If there were a ,happens-before, relationship between ,park(), and ,unpark(),, then the condition would not need to involve a memory barrier. So the question is still valid.  "	unpark()	0	1	0	0
NULL	"Looks like tomcat provides monitoring facility through JMX. Please look up ,tomcat.apache.org/tomcat-6.0-doc/monitoring.html  "	tomcat	0	0	0	0
NULL	"Looks like tomcat provides monitoring facility through JMX. Please look up ,tomcat.apache.org/tomcat-6.0-doc/monitoring.html  "	JMX	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"Please make this a community wiki.  Edit the question, and there is a checkbox there you can check.  Community wiki usually indicates ""no specific right answer, but a wide range of responses.""  "	argumentative)	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"Please make this a community wiki.  Edit the question, and there is a checkbox there you can check.  Community wiki usually indicates ""no specific right answer, but a wide range of responses.""  "	wiki	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	To Dean J & tangens: Thanks! I'm novice here.	argumentative)	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	To Dean J & tangens: Thanks! I'm novice here.	J	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	To Dean J & tangens: Thanks! I'm novice here.	tangens	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"+1 to all those who advised Spring.  Note that Spring is doing a lot of things in a way that will displease a great many Java programmer who drank the Sun/Gosling Java kool-aid.  For example Spring is both very high on ""Java interface"" and very low on ""ch"	(subjective	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"+1 to all those who advised Spring.  Note that Spring is doing a lot of things in a way that will displease a great many Java programmer who drank the Sun/Gosling Java kool-aid.  For example Spring is both very high on ""Java interface"" and very low on ""ch"	argumentative)	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	Thanks for pointing it. I'm greedily seeking all of stuff from Josh :). I saw few videos of him on API design. One of the things he mentioned was also concurrency stuff appeared in 5th SDK.	(subjective	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	Thanks for pointing it. I'm greedily seeking all of stuff from Josh :). I saw few videos of him on API design. One of the things he mentioned was also concurrency stuff appeared in 5th SDK.	argumentative)	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"To TiNS, To Paul: I heard a rumour that that some staff of Josh developed in Google might have been proposed as part of future SDK? I'm I wrong?  "	argumentative)	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"To TiNS, To Paul: I heard a rumour that that some staff of Josh developed in Google might have been proposed as part of future SDK? I'm I wrong?  "	Josh	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"thanks for comment. Rod Johnson made a good start :) for Spring. Regarding the Hibernate, I had some experience in digging into it.  "	(subjective	0	0	0	0
"Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   "	"thanks for comment. Rod Johnson made a good start :) for Spring. Regarding the Hibernate, I had some experience in digging into it.  "	argumentative)	0	0	0	0
To Dean J & tangens: Thanks! I'm novice here.   	"(it wasn't me to downvote, my aim here not to downvote, but explore other peoples' opinion. cheers for answer)  "	J	0	0	0	0
To Dean J & tangens: Thanks! I'm novice here.   	"(it wasn't me to downvote, my aim here not to downvote, but explore other peoples' opinion. cheers for answer)  "	tangens	0	0	0	0
"It seems to be working again, however, it is restricted to 500 items: ,code.google.com/p/gdata-issues/issues/detail?id=4282#c6   "	The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)	pageInfo.totalresults	0	0	0	0
"It seems to be working again, however, it is restricted to 500 items: ,code.google.com/p/gdata-issues/issues/detail?id=4282#c6   "	The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)	pageInfo.totalresults	0	0	0	0
The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)   	"pretty much the same here, suddenly nextpagetoken didnt get delivered and i was going mental >< lets hope google fixes this soon. is there a workaround in the meantime?  "	pageInfo.totalresults	0	0	0	0
The problem of using pageInfo.totalresults is that sometimes the number of items actually returned is different from pageInfo.totalresults. When I run the code above here the pageInfo.totalresults is 236 but some pages returns 49 or 48 itens and in I ended up with 232 itens in total. So... I really must check when no more itens are returned. :)   	"pretty much the same here, suddenly nextpagetoken didnt get delivered and i was going mental >< lets hope google fixes this soon. is there a workaround in the meantime?  "	pageInfo.totalresults	0	0	0	0
"HttpClient was already deprecated in Android L, so i recommend using HttpURLConnection   "	"I've added useLibrary but I'm still getting in this ""Unable to find optional library: org.apache.http.legacy"" error in my build?  "	HttpURLConnection	0	1	0	0
"HttpClient was already deprecated in Android L, so i recommend using HttpURLConnection   "	"I've added useLibrary but I'm still getting in this ""Unable to find optional library: org.apache.http.legacy"" error in my build?  "	useLibrary	0	1	0	0
NULL	"See ,stackoverflow.com/questions/12481539 , . And also ,jersey.java.net/documentation/latest/security.html  "	See	0	0	0	0
NULL	"See ,stackoverflow.com/questions/12481539 , . And also ,jersey.java.net/documentation/latest/security.html  "	stackoverflow.com/questions/12481539	0	0	0	0
NULL	"They somewhat stop maintaining at Java 6 since they mention on thei HP: ""Java 5/6 support. Java 7 coming soon""  "	Java	0	0	0	0
NULL	"They somewhat stop maintaining at Java 6 since they mention on thei HP: ""Java 5/6 support. Java 7 coming soon""  "	5闂?闂?	0	0	0	0
Current status: We do it on our own using the Doclet API. If anyone else want to contribute we could set up a public svn somewhere and share resources.   	at least it mentions spring. Looks promising. I'll set-up a test	Doclet	0	0	0	0
Current status: We do it on our own using the Doclet API. If anyone else want to contribute we could set up a public svn somewhere and share resources.   	at least it mentions spring. Looks promising. I'll set-up a test	spring	0	0	0	0
Current status: We do it on our own using the Doclet API. If anyone else want to contribute we could set up a public svn somewhere and share resources.   	at least it mentions spring. Looks promising. I'll set-up a test	Looks	0	0	0	0
Current status: We do it on our own using the Doclet API. If anyone else want to contribute we could set up a public svn somewhere and share resources.   	at least it mentions spring. Looks promising. I'll set-up a test	promising	0	0	0	0
Current status: We do it on our own using the Doclet API. If anyone else want to contribute we could set up a public svn somewhere and share resources.   	at least it mentions spring. Looks promising. I'll set-up a test	I'll	0	0	0	0
"I don't understand what you'd like to express. If java don't want developers to play with Runtime directly, it should make it private instead of public. In reality, we can call Runtime's methods freely.   "	"I disagree for the historical argument. If you take a look at the Java 1.0 API, you will find, that the methods have always been present in System and Runtime.  "	System	0	0	0	0
"I don't understand what you'd like to express. If java don't want developers to play with Runtime directly, it should make it private instead of public. In reality, we can call Runtime's methods freely.   "	"I disagree for the historical argument. If you take a look at the Java 1.0 API, you will find, that the methods have always been present in System and Runtime.  "	Runtime	0	0	0	0
Just had to say this was absolutely helpful and thanks for the share!!   	"I have gone through your process and got the base64 token and decoded it too. Neither seem to work as an API key, however. Did you manage to get this working talking to API endpoints? If so, could you explain the additional step?  "	base64	0	1	0	0
Just had to say this was absolutely helpful and thanks for the share!!   	"I have gone through your process and got the base64 token and decoded it too. Neither seem to work as an API key, however. Did you manage to get this working talking to API endpoints? If so, could you explain the additional step?  "	API	0	1	0	0
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	"I do believe including the ,%20, is incorrect and as a result, the server is discarding the ,Content-Range, header and interpeting your data as the start of the file. Imo the next step is to prevent the error you get with removed ,%20,. Yes I know this doesn't solve anything, sorry :)  "	resumable	0	0	0	0
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	"I do believe including the ,%20, is incorrect and as a result, the server is discarding the ,Content-Range, header and interpeting your data as the start of the file. Imo the next step is to prevent the error you get with removed ,%20,. Yes I know this doesn't solve anything, sorry :)  "	20%	0	0	0	0
