string1   	string2	Entity	Performance	Usability	Security	Others	Sentiment
Isn't it obvious that you should call weather api ,after, you obtain location?   	What Selvin is saying is that, you are making the network call to forcast.io before the Google API client (onConnected is called) since the network call is made in onCreate. Try move your network code in onConnected (within the if statement that says mLastLocation != null as a test to see if it works. I am referring to the code labelled //---------------------CODE FROM ANDROID PROJECT----------------------- //----------------SETTING UP NETWORK AND WEATHER API-------------------  	forcast.io	0	0	0	0	o
"I am using HTTP. If I want to add ""remember me"" option in the client? how should I approach this?   "	Then the client will have to save the token in a cookie, and send it. And your server will have to accept the token for a long period of time.  	cookie	0	1	0	0	o
Yes, that has been my impression too. I am hoping that somehow this information is available, as is in other cloud storage systems, like Google Drive and Box. Thanks anyway and +1.   	This is work if file was shared, and member was added (including e-mail address)  	Google	0	0	0	0	o
"Localhost is not the same if you are using an emulator, or if you are using your mobile phone, make sure your phone connected to the same wifi network. If that doesn't work, try using the local IP address of the computer that's running the webservice. Make sure the device/emulator are connected to the safe internet network as your webservice. Your local IP address can be found by running ,ipconfig, in console if you have windows, under ""IPv4 address"".   "	the ip address with the port number too	webservice	0	0	0	1	o
"""The best way to avoid this type of exception is to always check for null when you did not create the object yourself."" If the caller passes null, but null is not a valid argument for the method, then it's correct to throw the exception back at the caller because it's the caller's fault. ,Silently ignoring invalid input and doing nothing in the method, is extremely poor advice because it hides the problem.   "	If we give System.out.println(a.length()); // NullPointerException will be thrown, to skip this we can handle with try catch block. thank you  	caller's	0	1	0	1	o
This looks like a good beginning, but its incomplete.  Its expected that memoryCache.get() will sometimes return null.  You're then supposed to request the URL from the network, and add the bitmap returned to the cache.  Does that code not exist, or is it failing?  Have you traced through it?   	I will edit my code and put all files, complete for you can see. Thanks!  	This	0	0	0	0	o
I doubt this is your problem, but technically, I believe you should be using ,javax.net.ssl.HttpsURLConnection, instead of ,java.net.HttpURLConnection,. Again, I doubt that is the problem here, but it's just a friendly suggestion.   	To Simbu your Java program uses Http not Https connection, may be try replacing your ,http request config, to use http not https  	java.net.HttpURLConnection	0	1	0	0	o
Why would it be necessary to read the content of the JSON first? If you just want to send the content of the file, why not just do that? I'm sure that the HTTP library you're using, can do that out of the box. But you haven't told us, which HTTP library you're using, so I can't tell you any details.   	To BenGreen -> I just want to read the JSON object from file and want to pass it to payload as request.. if it is working the same the please share	JSON	0	0	0	1	o
you cannot replace ,DynamoDB, with ,S3,. It doesn't make sense. May be your tech lead should be replaced.   	"""so rather than 1 ""file"" as you put it with 2 records in there, you have an object per record."" Does that mean if i have 100 POST request, i will have 100 objects stored in S3? Then the next time, I do a DELETE request on 50 of the records there, then 50 of the objects stored in S3 will be deleted?  "	sense	0	0	0	1	o
	Does this answer your question? ,How to Create JSONArray for a List<Class name>  	Create	0	0	0	1	o
	"Are you getting the data in ,Log.v(""Sending data to Detail"",""sent ""+biz);,?  "	+biz)	0	0	0	1	o
You can use ,ObjectMapper, to convert json string to Java object for manipulation.   	And of course the String responseStr I can just replace with my API endpoint right To LHCHIN	ObjectMapper	0	1	0	0	o
Hi, thanks for your answer! I intended to maintain the identifier strings (e.g. ,Object1,), to be able to properly parse the Container class for its content, just like I would in JavaScript. Do you know how to go about that?   	"That kinda beats the purpose of using JSON altogether. If I cannot mirror the object mapping style of JSON in JAVA, I might aswell write my own API. ;-) I'm basically trying to do the same thing as in this <a href="",stackoverflow.com/questions/2710137 ,> while somehow retaining the identifier strings.  "	JSON	0	0	0	0	o
I'd use some specialized library like gson or Jackson to map your JSON into a bean   	I have a file which contain my whole JSON.. I just want to read that file using java and pass that full payload to my request ..	Jackson	0	0	0	0	o
Are you looking for a symbolic math package? Like ,SymPy,?   	Let me have a look. I want to avoid Jython :-) my first approach was to combine Java and ,octave,.  	Java	0	1	0	0	o
Hi I am Hazza Ammkan and I run spam company in Nigeria I see you have problem with spam - I have an interesting business proposition for you. It require only you send $1000 and then you will receive spam softwear within 5 days. Please to meet you and hope we can do business.   	Any particular reason it has to be written in .NET or Java? If you have mentioned just one of those I wouldn't have asked, but if you are able to pick the platform, why not a Perl solution (,spamassassin.apache.org,) ?  	spam	0	0	0	1	o
Thanks To Leo (+1) but I'm interested only in straight Tomcat 7 here, not TomEE (which includes all sorts of other JARs/libs). Can you modify your answers for Tomcat 7? Thanks again!   	"the link I've provided you shows that you have to download the javamail implementation :-) see step #4 ""download the java mail API""  "	javamail	0	0	0	0	o
	Does this answer your question? ,How to Create JSONArray for a List<Class name>  	List<Class	0	0	0	1	o
Linked question: ,stackoverflow.com/questions/2040693NULL	Clirr looks very outdated as of 2018. I don't think it even works with java 8 compiled jar files.	Clirr	0	1	0	0	o
Your JSON structure is very weird. I do not understand why you have intermediate classes like ,Borrowers, and ,Facilities, which simply wrap a list of ,Borrower, and ,Facility,. This can be simplified immensly   	"Yes it's pretty strange but it seems that he doesn't use those ""wrappers"". The problem here is probably that attribute names doesn't match (JSON vs Java). When your serializer will look for an attribute with the name ,Borrowers,, it will not find it as you called it ,borrower, in the ,CreditComplex, class. Review your code in this way. And please, do not start attributes names with upper case, it's unreadable. Edit: Didn't pay attention to the first model. According to what akortex91 said, it's too complicated and it doesn't match your java model structure.  "	Facilities	0	1	0	0	o
"Let me get this in my head.  You want to return a new instance of ,Calendar, whose ,year,, ,month,, and ,day, are the same as the ,referenceDay,, but whose time would be ""now""?   "	1- ,Calendar, is taking care of the time it self.  A new instance of ,Calendar, is the same as creating a new ,Date, object, they are automatically synced to the current date and time.  So the returned value will be the current time (with some minor difference in the milliseconds ;)) but with the ,year,, ,month,, ,date, of the ,referenceDay,...  	referenceDay	0	0	0	1	o
It's a bit unclear on what you're trying to do, and this code is incomplete. The ,docs, say that refreshing a token is handled automatically.   	To Mahefa you may add 'scopes' => [Google_Service_Sheets::DRIVE, Google_Service_Sheets::SPREADSHEETS], in your google config  	[Google_Service_SheetsDRIVE	0	0	0	0	o
I guess this seems kind of a debate topic, although I'm certainly sympathetic.   	"I'm guessing you meant to type ""I see a lot of J2ME emulators and ,such,"" but ""I see a lot of...suck"" seems oddly appropriate for the question ;-)  "	I'm	0	0	0	0	n
	Does this answer your question? ,How to parse JSON in Java  	parse	0	0	0	1	o
	To assylias +++ for support of Bloomberg BLPAPI (tested with 3.5.1.1), I'm Reuters and Bloomber user, local admin :-), I'll have to try your work  	3.5.1.1)	0	0	0	1	o
	I've written a java library that follows the full OAuth 1, you'll just have to provide the request token URL and authorization URL for LinkedIn and you'll be good to go. :) ,JOAuth  	LinkedIn	0	0	0	0	o
What API are you referring to? The Servlet API is a shared standard, implemented by many webapp servers, incl. Tomcat, Glassfish, WebLogic, ... If you want full Java EE API, use TomEE, not Tomcat, since Tomcat is only a Servlet container, not a full EE container. Don't use the Tomcat API you linked, unless absolute necessary.   	Thanks. I know that and it's in my question. I don't need full EE. The thing is the packages and classes look different in both APIs or at least the package structures. I can easily find the servlet package in Oracle, but not in Tomcat, for example.  	Tomcat	0	1	0	0	n
	You need to enocde your Request Params. Spaces and hyphens need to be encoded.	Request	0	0	0	1	o
possible duplicate of ,How to send HTTP request in java?   	Please try to include an explanation in your answer, instead of just code.  	HTTP	0	0	0	1	o
FYI... We provide classes like ,JsonSlurper, which simplify parsing data from JSON without necessarily having to map to a custom type like the ,Car, class mentioned above.  There are times when object mapping is helpful of course but it is generally overkill if the goal is just to retrieve values from the JSON.   	"To JeffScottBrown What you said makes complete sense. But additionally I was curious to know how these 2 lines ""def json = slurper.parseText(jsonString); def envelope = json.envelope"" hold up in terms of performance against Jackson parsing.  "	Car	0	0	0	1	p
As far as I know Jython supports these requirements, but I don't have so much experience in the topic.   	Thanks, nor do I clearly.  I guess my problem with Jython is that it seems like it'll always be a step behind Python and not necessarily fully compatible.  Is that a legitimate concern?  	Jython	0	0	0	1	p
	You really want a 2D array?	2D	0	0	0	1	o
Thanks for the Answer. Will use this solution in the last if I am not able to settle with any other solution. Thanks.   	To Math10 OK. Will surely do that.	OK	0	1	0	0	p
Thanks for the answer. This is exactly what I was looking for. Just one more thing. I think adding the LoopController to the ThreadGroup is enough. Adding it separately to the HashTree is not necessary.   	Has anyone managed to generate html results, from the csv or jtl file, using java api?  	HashTree	0	1	0	0	o
boto3.amazonaws.com/v1/documentation/api/latest/reference/core , -> ,get_available_regions   	i need java code	boto3.amazonaws.com/v1/documentation/api/latest/reference/core	0	0	0	1	o
Your method accepts ,application/json, but you are sending ,application/x-www-form-urlencoded,.   	To BackSlash, i have tried this also  headers.append('Accept', 'application/json'); headers.append('Content-Type', 'application/json');  in this case, i m getting 403 forbidden error and requests header goes like this  Access-Control-Request-Headers: content-type Access-Control-Request-Method: POST Origin: ,localhost:4200, Referer: ,localhost:4200/pages/auth/login,  and i get response like this  Invalid CORS request  	content-type	0	0	0	1	o
To Brian I want to install my application(a.jar) with JRE.   	To Stephen C Thanks for your suggestions. I will start with open-source products.	JRE	0	0	0	1	o
I tried this solution, but it seems not to work. The exception is actually thrown but the response stream contains no data. If I try the same request with POSTMAN the response body contains the body, so it seems again a RestTemplate problem.   	I found a bug that describes the problem you have in ,jira.spring.io/browse/SPR-9999, . It is from last year but perhaps it has not been fixed yet. It suggest to use a different factory so that another client implementation will be used (RestTemplate template = new RestTemplate(new HttpComponentsClientHttpRequestFactory());  	RestTemplate	0	0	0	1	o
"Are you literally trying to execute that code? Do you understand anything of what it's doing? For the record, it tries to access the mail server of gmail with ""userTo gmail.com"" as the user, and ""password"" as the password. I doubt that userTo gmail.com is your real gmail address. And even if it is, I doubt your password is ""password"". If it is, you'd better change it now.   "	"I actually got it to work, it was a matter of assigning the ""from"" & ""to"" respectively. Basically if I want a ""jar"" file's result to be emailed to me once it's running, I should assign the ""from"" & ""to"" to be my email . Well at least that's how I got it to work  "	gmail.com	0	0	0	1	o
html, css, and mysql aren't programming languages.   	im not trying to make a facebook killer... maybe people misunderstood me. I am trying to make a web service that REVOLVES around facebook's users. I want to tightly integrate facebook in my website, as in fetching data, organising it, re-presenting it etc. for my purpose.  	css	0	0	0	1	o
So, If you are looking for some mentor, who can guide you on your idea( which is real effort btw and needs to be paid instead of getting free cookies). Start here: [,freelancer.com/]   	Is this a research project?	here	0	0	0	1	o
Probably because this is a recommendation question which is generally frowned upon: ,meta.stackoverflow.com/questions/254393NULL	Whaa... I cant find the JavaDocs for it. The off page lists only Ruby, Python,  C# and JS. Any chance you know where the Javadocs are?  	JS	0	0	0	1	o
Could you clarify why do you need PreviewView for image analysis? Image analysis is usually done with the ImageAnalysis API.   	it is working fine in other devices like samsung m30s,google pixel4,samung s8,LG g5 .but facing problem in samsung s10 device.  	API	0	1	0	0	o
Thanks for the answer. This is exactly what I was looking for. Just one more thing. I think adding the LoopController to the ThreadGroup is enough. Adding it separately to the HashTree is not necessary.   	To VishalPuliani I'm not sure if it is even possible or practical to use the standalone Java program for distributed testing.	ThreadGroup	0	1	0	0	o
I think ,this, article is a quite nice way to bring someone a brief vision about source code security.   	What about API gateways??	API	0	0	0	1	o
	That must be because of the naming convention that JPA follows. Try renaming ,findCustom, with JPA standard. Ex. Consider you StudentModel has ,name, field, then rename method to ,findByName,. It should resolve the issue.  	findCustom	0	0	0	1	o
How this question related to selenium?   	Possible duplicate of ,How to parse JSON in Java  	selenium	0	0	0	1	o
This has been asked before, e.g. ,stackoverflow.com/questions/6816951 , and ,stackoverflow.com/questions/11287933NULL	It闂備胶鍋ㄩ崕鏌ユ偘?worth noting that variables having disjunct scopes may share the same slot on byte code level. And a practical example for synthetic variables: the for-each loop generates such variables.	for-each	0	0	0	1	o
	make sure api logging is on in the configure->api->settings tab and you should see everything sent back and forth to TWS.	TWS	0	0	0	1	o
Your code creates 4 different formats, but doesn't use them at all. Post a minimal example reproducing the problem. Tell us what you expect that example to do, and what is does instead.   	Try ,hh:mm:ss, instead of ,HH:mm:ss  	HHmmss	0	1	0	1	o
Can you give any more feedback in the error you get and update your question so others can help?   	I thought this was deprecated? Using HttpClient & HttpPost	HttpClient	0	1	0	0	o
Learn to use Maven. It will not take long to learn the basics and it will make your life a lot easier,   	I'm following instructions from 500 error: The full stack trace of the root cause is available in the Apache Tomcat/8.0.27 logs. Apache Tomcat/8.0.27 but the folder is empty ;(	Maven	0	1	0	0	o
	null can be passed to getCars as Long is an object, you would have a problem with long (native type)  		0	0	0	1	o
-> you mean to say, use JobClient API from the reducers right?   	Thanks for your response, but I have a question, I am familiar with the Partitioner, as mine is a custom one, however I don't know how to get the machine the reducer is running on via the job tracker! So please any help with it will be so appreciated.  	Partitioner	0	1	0	0	o
	"Restating the question, you can send tests to the mobile API using Cucumber-jvm and Robotium and you can send tests to the server API using Jmeter. Right so far?  You sending canned JSON to the server would not constitute an ""integrated test"". For an integrated test you would need to simulate some user action on the mobile device that in turn triggered an exchange with the server.  "	Cucumber-jvm	0	0	0	1	o
were you able to solve it?   	Yes. This helped me..Thanks	it	0	1	0	0	o
Many good questions generate some degree of opinion based on expert experience, but answers to this question will tend to be almost entirely based on opinions, rather than facts, references, or specific expertise. As a result, I've voted to close.   	I agree with To Duncan Jones. As of my opinion, RabbitMQ is very easy to use and seems to fit. If you have specific requirements and criteria to measure, we could maybe answer this :)  	RabbitMQ	0	1	0	0	o
In your handle method design, worker instance is being passed. But again handle is being called from inside the API. How 'MyWorker' instance could be passed then?   	In your design, ,Worker, is no longer a ,Thread,, you can't call ,start(),. Also, I'm not sure the OP wants the client to be able to change the behaviour of ,work(), at any time, but that's for To Akshat to tell ;)  	Also	0	1	0	1	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	simple and it works, thank you very much :)  	3	0	0	0	0	p
	"What you mean by ""but i was not able to put an Intent in the onClick method"" ?  "	but	0	0	0	0	o
	+1 for using a new type CustomerQuery instead of Customer	CustomerQuery	0	0	0	1	o
"RestAdapter restAdapter = new RestAdapter.Builder().setEndpoint("",192.168.101.55/test"").build(),;, should work right? it's for (version 1.5.0) right?   "	Why is this not in the retrofit documentation?	RestAdapter	0	0	0	1	o
	I am not familiar with that API but what is the issue if two different exceptions share same error codes?  isn't ,EDAMSystemException, and ,EDAMUserException , be thrown in distinct situations / events( that seems obvious from exception names ) ? Why are you using single catch for both exceptions? I guess its your coding issue to be concerned only about error codes without being bothered about actual cause of issue. I think, same kind of error can be thrown on two different and distinct events - some activity by user and some system action.  	EDAMSystemException	0	0	0	1	o
What are you trying to achieve? Can you please elaborate more on this. I think you can directly use List of List or List of Maps for the scenario.   	True.I want to put all the cells of a row in an object. my base class contains the methods corresponding to each column of the Excel sheet. Lets say, the Excel contains column name such as Name, Age, Sex. The setter and getter of those variables in POJO will be getName() & setName(), getAge() & setAge() AND getSex() & setSex(), whose object can exactly exteneded and type-casted to my base class. But it is NOT possible if its List or Map.  	Excel	0	1	0	0	o
What status code do you get back from making the HTTP call? Are you sure Tumblr isn't validating your embed code, and rejecting the call if invalid?   	Looking at the Tumblr API document that you linked to, it looks like the RESPONSE contains the caption and a player array.  Two more things, the linked api is for Video post retrieval, not posting a video.  And secondly this api is accessed via HttpGet...not HttpPost.  	HTTP	0	0	0	0	o
	Can you please explain more? what do you mean by Answer to my question: Headers must not contain any json data? The header you provided is not a json format.	Headers	0	0	0	1	o
"Well, you ,never, update your UI anywhere. You need to call FXRate.setText(""My new string""); to set a new text on it. You never do, after setting the initial string.   "	To Nzall Gotcha, i just signed up for a free account and didn't really bother much with it but thank you, will take not of it in the future.  	FXRate.setText(My	0	0	0	1	o
	First, however you are creating your ,Toast, is not generating JSON. Second, your property name needs to be ,words,, not ,id,.  	Toast	0	0	0	1	o
	An HTTP request doesn't contain the full URL to the target machine. The first line of the request looks like this instead: ,POST /fdc/v1/search HTTP/1.1,.  	HTTP/1.1	0	0	0	1	o
can you please tell me which line has the error(Logcat Pointing line)?   	Ya thats what I said.I solved your null pointer issue..But your not getting response data and your are trying to set it.Thats why app was crashing	line)	0	0	0	1	o
	"Change the ,<DrawerLayout>,'s ,layout_width=""wrap_content"", to ,""match_parent"",.  "	<DrawerLayout>'s	0	0	0	1	o
Ah. The header is declaring the methods with _stdcall. I'm used to _cdecl. There's more on name-mangling at ,en.wikipedia.org/wiki/Name_mangling, .   	JNA comes with a StdCallFunctionMapper that handles the __stdcall name mangling for you.  You should also ensure your library implements StdCallLibrary, which indicates to JNA to use the stdcall convention for that library.  	StdCallLibrary	0	0	0	1	o
"I am getting the error on this very line.  response.then().assertThat().body(""id"", allOf(greaterThanOrEqualTo(1), lessThanOrEqualTo(100)));   "	You can still use the allOf matcher?	allOf(greaterThanOrEqualTo(1)	0	1	0	0	o
Can you express your desired RRULE in words? (E.g the event shall take place every Monday until October 2021)?   	I belive that if you use ,RDATE;VALUE=DATE, instead of ,RDATE;VALUE=PERIOD, - this should work.  	RDATEVALUE=PERIOD	0	1	0	0	o
tried ,String, instead of ,HashMap, ? then change your ,String, object to ,json, on your ,RestController, Method.   	I have just suggest you to  tryand debug your code to track is your data received or not ? and response accordingly in comments. Please post your ,StackTrace, Too  	HashMap	0	0	0	1	o
This may be applicable for Programming language where you wil have some base, how about a new tool or Google MAP API?   	When I start using API, I'm getting lost by the way CLASSES and METHODS and INTERFACES linked together..How to avoid this?  	API	0	1	0	0	o
	Have you read the Maven Starting Guide: ,maven.apache.org/guides/getting-started/index.html  	maven.apache.org/guides/getting-started/index.html	0	0	0	1	o
"I think the ""only one way"" mentality is more descriptive of the Python design philosophy than that of Java.   "	You are increasing the amount of information that someone reading your code needs to remember. What does flexibility does ymd (less typing?) or date(?) provide that yearMonthDay doesn't provide? Would you give a member variable 3 names and allow a developer to choose which one to use?	doesn't	0	1	0	0	o
Are you speaking about Swing for a GUI?   	"""few APIs are perfect""?  Please point out that perfect one.  I'd say none qualify.  "	Swing	0	0	0	0	p
	As you are using Optional you can do like ,proxyHost.orElse(null), or ,proxyHost.orElseThrow(...)  	proxyHost.orElse(null)	0	0	0	0	o
	Can you please provide some more informartions about the ,User, entity and the ,UserService,.  	User	0	0	0	1	o
Thanks for the response. Do I have to add another line in the translate() method to call onTranslationReceived() inside my Activity class? If so, how can I do that considering I don't have a reference of MainActivity inside TranslateAPI?   	To AlexandrosParpas - Glad to hear! Happy to help.	hear	0	1	0	0	n
Hi To devconsole. I took a look to the ContextThemeWrapper.java source and I didn't find the implementation of the method ,getResources(),. There is only overridden method ,getResources(), which calls ,super.getResources(),. Do you know about another class which implements ,getResources(),? Thanks.   	See also my question ,here, if you are interested please.  	getResources()	0	0	0	1	n
Can you please point me to some doc which will help me write my API using Spring-mvc and its annotations?   	static.springsource.org/spring/docs/current	Spring-mvc	0	0	0	1	o
Nice question, but please make this community wiki. Otherwise it will be closed soon (subjective and argumentative).   	"Please make this a community wiki.  Edit the question, and there is a checkbox there you can check.  Community wiki usually indicates ""no specific right answer, but a wide range of responses.""  "	wiki	0	0	0	1	o
Are you closing the connections when you're done with them? Are you insterting the items one at a time, or as a batch? Batch would be the quicker way to insert them   	To Fildor tried this, with ExecutorService executor = Executors.newFixedThreadPool(some pools); but still the same results, in fact it may be slower by 5-10 seconds  	ExecutorService	0	0	0	0	o
	the format that they have provided in the api docs works well only thing that confused me and resulted in asking the above question was it also has a 'order' parameter which is by default set to 'desc'.	'order'	0	1	0	0	o
"Restating the question, you can send tests to the mobile API using Cucumber-jvm and Robotium and you can send tests to the server API using Jmeter. Right so far?  You sending canned JSON to the server would not constitute an ""integrated test"". For an integrated test you would need to simulate some user action on the mobile device that in turn triggered an exchange with the server.   "	Something is unclear. Performans scripts should not be related integration testing. You should assert the result of the interaction in Then block by sending request to API.	Robotium	0	0	0	0	o
Read this blog post, on the NetworkOnMainThreadException for more information. It explains why this occurs on Android 3.0 and above.   	If you need to access the UI after the request, you need to return to the main thread at the end as explained ,here,.  	above	0	0	0	1	o
Thanks Mark for your information. I will add the same as Idea. Thanks   	I've actually filed this as a Defect with Rally Engineering and have edited the answer to reflect this. Sorry for the troubles.	Defect	0	0	0	1	n
What does NoArgsConstructor AllArgsConstructor annotations do as I already have both constructors in the code? As for naming conventions this is just a app I'm working on for learning purposes but still I don't see where you are seeing the underscores.   	As for the annotations, those are from Lombok, which will generate the boiler plate code for you (constructors, getters and setters etc), so you don't have to. I can see how that is clouding the issue though, so I'll remove that for clarification in a bit.  	setters	0	1	0	0	o
	Post the API and Plugin pom please. I use spigot and multi-module maven aggregation/inheritance so i'm fairly certain I can help.	API	0	1	0	0	o
Did you take a look at ,Idilia's Language Graph,. For real-applications, you will find the content much more complete than Wordnet. There is a Web API with Java examples.   	To user495285 have used all three with wordnet 3.0.	Web	0	1	0	0	o
"which lib are you using? That example you have given - that ,{""status"":0}, - is a valid JSON string.   "	I'm using ,org.json.JSONException, and ,org.json.JSONObject  	org.json.JSONException	0	1	0	1	o
In case it helps, you have misspelled ,resposne, in your code (at the bottom).   	Your Accept header fix works! Thanks! And thank for the pointers about the Http libraries. I'll make sure to check those out.	bottom)	0	1	0	0	o
What are you exactly asking? Did you look at what your result is that you're checking? Looks like a list of integers.   	"Thanks, To maio290. I have done the following and the error is gone.  response.then().assertThat().body(""id"", everyItem(greaterThanOrEqualTo(1))); response.then().assertThat().body(""id"", everyItem(lessThanOrEqualTo(100)));  any other short way to do this assertion?  "	everyItem(greaterThanOrEqualTo(1)))	0	1	0	1	o
Is the only difference that you call it API key instead of username or is there anything else?   	this was quite helpful. I have an application which needs to support both Username/Password and ApiKey based authentication. I had Username/Password working and after reading your posting was able to get ApiKey working. Unfortunately, I seemed to break the Username/Password. I am suspicious it is the ordering of my filters or my use of the same AuthenticationManager for both Username/Password and ApiKey auth. Any advice?  	username	0	0	0	0	o
i should use getTargetTable method and when it returns i'll convert it to a string.   	I have edited the code to include the code as well as the error	string	0	0	0	1	o
thank for your thought.  The amazon way was one of my option. Yes, we want to unify the back-end. The API would become the unique entry-point to the business logic. That's the plan.   	My Application is a Saas Application deployed on Amazon EC2/S3/SQS. Developer who might be interested in integrating their apps with mine use PHP mostly, Ruby and java.  	PHP	0	1	0	0	o
Yes, but in this way I have to send the workoutID into the ConcreteExercise in the request ... otherwise it throws the exception Column 'workout_template_id' cannot be null   	If you could share your code snippet on how you are doing this anyways, looking into your request you are passing the name of the workout right? So on your service, you can get the workout by a ,findByName, repository call then from there you can now do this -> ,ConcreteExercise newExercise = new ConcreteExercise(),; then ,foundWorkoutByName.getConcreteExercises().add(newExercise),. But you have to be careful on the performance of finding ,WorkoutTemplate, by name instead of its primary key ID. You need to index it for faster search by making it ,Unique,.  	ConcreteExercise	0	0	0	1	o
I would say the license is a thing and the support another. open-source softwares are only support purchasable, on the other-hand the commercial ones have them purchasable the both: the license and the support.   	I have done this in a project and created the ,API, and the project from scratch (OK, it took a lot of time), I don't think you can find an ,API,, at the end of the day, you need to either code it, or buy it.  	both	0	0	0	0	o
I suppose you could get a list of messages first (,developers.google.com/gmail/api/v1/reference/users/messages ,) limiting the ,maxResults, to 1 - get the message Id and then fetch it individually (,developers.google.com/gmail/api/v1/reference/users/messages/get,) - then you might need to mark it as ,read, (or something - i.e. add a label: ,developers.google.com/gmail/api/v1/reference/users/messages ,) and repeat the process until you have fetched all messages   	I see, I am afraid I am not that familiar with the JavaMail API  	JavaMail	0	1	0	0	o
Maybe you would like to give a shot with ,github.com/bbottema/simple-java-mail,.   	Just found the problem. JavaMail Api does not work in all countries. My country was excluded from the supported list. I was able though to send the email using a VPN.	problem	0	1	0	0	o
"Localhost is not the same if you are using an emulator, or if you are using your mobile phone, make sure your phone connected to the same wifi network. If that doesn't work, try using the local IP address of the computer that's running the webservice. Make sure the device/emulator are connected to the safe internet network as your webservice. Your local IP address can be found by running ,ipconfig, in console if you have windows, under ""IPv4 address"".   "	the ip address with the port number too	emulator	0	0	0	1	o
Please add more details where exactly you stuck, what steps you succeeded, what error message you got.   	I'd expect the ,package-list, to be in the same directory as the ,index.html,, but it may have been generated by a custom ,doclet,.  	package-list	0	0	0	1	o
"Problem was this : ,StringEntity params =new StringEntity(""details={\""name\"":\""myname\"",\""age\"":\""20\""} "");,. When I changed it to ,StringEntity params =new StringEntity(""{\""name\"":\""myname\"",\""age\"":\""20\""} "");,, it worked fine and I got 201 message. May I know why ,details, was included in the string by you? Thanks !   "	Hope it helps :)	StringEntity	0	1	0	1	o
can you share the HTTP request from postman/browser? I also see you added CrossOrigin annotation, what is the purpose of that?   	There is nothing wrong with CrossOrigin.It only mean that your resource can be consumed by any client.	that	0	0	0	0	o
Could you post the stack trace?   	To JesseBuss edited, Thanks mate :)  	JesseBuss	0	0	0	1	o
What kind of filtering, validation, rejection do you want? For example, you can create your own MessageBodyWriter/Reader to handle validation. Or you can set the To Context in the constructor for custom HTTP header parsing or URI parsing.   	To Override     public ContainerResponse filter(...) is not valid in this type of class.	filter(...)	0	1	0	0	o
"try loan.setDisbursementDate(""\\""\\"""")   "	To AmitVyas That would be a syntax error, right? The backslashes are escaped, so the second quote ends the string, meaning all the stuff after that isn't supposed to be there  	right	0	0	0	1	o
Do you have an idea of how can I output this method please with System.out.println and where do I need to call it ?   	I have encountered with the error above. For the Logger class I am using these import org.slf4j.Logger; import org.slf4j.LoggerFactory; and this static Logger logger = LoggerFactory.getLogger(FirstTwitterApp.class); but I am having this error... SLF4J: No SLF4J providers were found. SLF4J: Defaulting to no-operation (NOP) logger implementation SLF4J: See ,slf4j.org/codes.html#noProviders, for further details. Last question, do I need to implement the ConfigurationBuilder in the main method ?  	Logger	0	1	0	1	o
"Thanks. Do you know how exactly I set the User-Agent? Do I need to create an account on Wikipedia?  The only example I've found about how to set the User-Agent is the following one: ""ini_set('user_agent', 'MyCoolTool/1.1 (,example.com/MyCoolTool,; MyCoolToolTo example.com) BasedOnSuperLib/1.4');""   Can you tell me what are the different fields of the User-Agent in the example above? Thanks again!   "	Ok. The ini_set(string $varname, string $newvalue ) function is a php function that sets the value of a configuration option. Do you know what function can I use in Java to do the same?  	string	0	0	0	0	o
What are these two checks for? ,if (handler instanceof HandlerMethod), and ,if (method.getMethodAnnotation(IpRestricted.class)!=null),? What are the cases in which these checks will be ,false,?   	It will work, yes. Spring security is a flexible library, but being a library it is obviously more complex. If you are not planning to do further improvements on your authentication in this app, then it is completely ok to use the homemade annotation.  	if	0	1	0	0	o
fetchConnection will return a list of Objects. fetchObject will return one Object.   	Is that the only difference that fetchConnection has data() method that has the list of objects?	fetchConnection	0	0	0	1	o
1, is valid JSON. It is just a number.   	What's about String? If I tell spring to produce JSON it returns the following in the body: can't parse JSON.  Raw result:  Test	It	0	0	0	1	o
	Just as a general comment, please read: Joshua Bloch's ,google.nl/search?q=How+to+Design+a+Good+API+and+Why+it+Matters  	google.nl/searchq=How+to+Design+a+Good+API+and+Why+it+Matters	0	0	0	1	o
There is also ,getFirst(), and ,getLast(), in the ,Deque, interface   	"Downvoted question for confusing incorrect terminology. Please reword the question, replacing ""head"" with ""last"" (at least, this is the Haskell name for what's implemented here).  "	head	0	1	0	0	o
	You're probably better off raising an issue on the github project: ,github.com/nikkiii/omegle-api-java/issues  	project	0	0	0	1	o
"Looks like accounts other than yours are not able to use your API key + secret. However, I've found some more documentation on resumable uploads and found out that 1. the header should indeed look like ""Content-Range: bytes 0-499/1000"" and 2. the header for your last PUT should look like this ""Content-Range: bytes 500-999/1000"".NULL,code.google.com/apis/gdata/docs/resumable_upload.html#Resuming   "	I do believe including the ,%20, is incorrect and as a result, the server is discarding the ,Content-Range, header and interpeting your data as the start of the file. Imo the next step is to prevent the error you get with removed ,%20,. Yes I know this doesn't solve anything, sorry :)  	20%	0	0	0	0	o
