ManualLabel	Text	codes
o	"""Just process the output as soon as the input comes in."""	"[""'Others'""]"
o	"""It really doesn't matter whether you're using CODETERM1 or not."""	"[""'Others'""]"
p	"""It will not cost significantly much more memory as some implicitly seem to suggest."""	"[""'Performance'""]"
p	"""It will at highest only hit a few % from performance."""	"[""'Performance'""]"
n	"""The same applies on using NIO."""	"[""'Others'""]"
p	"""It will only improve scalability, not memory use."""	"[""'Performance'""]"
p	"""It will only become interesting when you've hundreds of threads running on the same file."""	"[""'Performance'""]"
o	"""Just loop through the file, write every line immediately to other file as you read in, count the lines and if it reaches 100, then switch to next file, etcetera."""	"[""'Others'""]"
o	"""Kickoff example: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""Yes, just pipe it from the FileInputStream to the FilOutputStream using only a suitably sized byte buffer array."""	"[""'Others'""]"
n	"""It does not work for me to count the lines.The thing is: I have a file and I need to split it in 200 (this can change, it will come from the database) files for example.How do I do that?"""	"[""'Usability'""]"
n	"""Just counting the line does not work."""	"[""'Usability'""]"
o	"""How else ?"""	"[""'Others'""]"
o	"""Then count the amount of bytes written instead of the amount of lines."""	"[""'Others'""]"
o	"""You can know the file size in bytes beforehand."""	"[""'Others'""]"
o	"""Using lineStr.getBytes().length ?"""	"[""'Others'""]"
o	"""For example."""	"[""'Others'""]"
o	"""Don't forget the specify the proper encoding!"""	"[""'Others'""]"
o	"""E.g."""	"[""'Others'""]"
o	"""line.getBytes(encoding)."""	"[""'Others'""]"
n	"""Else it will mess up."""	"[""'Others'""]"
o	"""The byte length depends on the character encoding used."""	"[""'Others'""]"
p	"""If you actually don't worry about txt lines, then I would rather use InputStream/OutputStream instead and count the transferred bytes."""	"[""'Usability'""]"
n	"""By the way, it's unclear whether you mean to say that the files are stored in the DB or that the file split parameters are stored in the DB."""	"[""'Usability'""]"
p	"""If the files are actually also stored in the DB, then this may be memory hogging as wel."""	"[""'Performance'""]"
o	"""The exact solution will depend on the DB used."""	"[""'Others'""]"
p	"""You can consider using memory-mapped files, via URL_http://java.sun.com/javase/6/docs/api/java/nio/channels/FileChannel.html [FileChannel] s ."""	"[""'Performance'""]"
p	"""Generally _a lot_ faster for large files."""	"[""'Performance'""]"
n	"""There are performance trade-offs that _could_ make it slower, so YMMV."""	"[""'Performance'""]"
o	"""Related answer: URL_http://stackoverflow.com/questions/1605332/java-nio- filechannel-versus-fileoutputstream-performance-usefulness [ URL_http://stackoverflow.com/questions/1605332/java-nio-filechannel-versus - fileoutputstream-performance-usefulness] ."""	"[""'Others'""]"
o	"""If you are just reading straight through a file, this will most likely not get you much of anything."""	"[""'Others'""]"
p	"""Still worth mentioning :)."""	"[""'Others'""]"
n	"""First, if your file contains binary data, then using CODETERM1 would be a big mistake (because you would be converting the data to String, which is unnecessary and could easily corrupt the data); you should use a CODETERM2 instead."""	"[""'Usability'""]"
p	"""If it's text data and you need to split it along linebreaks, then using CODETERM3 is OK (assuming the file contains lines of a sensible lenght)."""	"[""'Others'""]"
p	"""Regarding memory, there shouldn't be any problem if you use a decently sized buffer (I'd use at least 1MB to make sure the HD is doing mostly sequential reading and writing)."""	"[""'Performance'""]"
p	"""If speed turns out to be a problem, you could have a look at the CODETERM4 packages - those are supposedly faster than CODETERM5 , ."""	"[""'Performance'""]"
p	"""Yes, I will use BufferedReader because I have a text file and I need to read it line by line.Now I have another problem: I cannot detect the size of the new file when writing it.The idea is that when the size of the new file xx MB then generate a new file."""	"[""'Others'""]"
p	"""@CC: you could simply keep adding up the String length of the lines you are copying."""	"[""'Usability'""]"
n	"""But it depends on the character encoding how that translates to file size (and doesn't work well at all with variable-length encodings such as UTF-8)."""	"[""'Usability'""]"
o	"""i would suggest adding a custom FilterOutputStream between the FileOutputStream (on the bottom) and OutputStreamWriter."""	"[""'Others'""]"
o	"""Implement this filter to just keep track of the number of bytes going through it (apache commons io may have such a utility in it already)."""	"[""'Others'""]"
n	"""Also, a common mis-perception is that ""nio"" is _faster_ than ""io""."""	"[""'Performance'""]"
p	"""This may be the case in certain situations, but generally ""nio"" was written to be more _scalable_ than ""io"", where ""scalable"" is not necessarily the same as ""faster""."""	"[""'Performance'""]"
n	"""@james: the filter won't yield the correct result when there's a BufferedWriter above it, though the difference may not be large enough to matter."""	"[""'Others'""]"
n	"""It will be behind, yes, but the alternative is trying to approximate bytes from chars which, as you pointed out, is ugly."""	"[""'Usability'""]"
n	"""I am assuming there is a fudge factor anyway."""	"[""'Others'""]"
n	"""If the count needs to be _very_ accurate, you could flush after each line, but that will of course slow performance."""	"[""'Performance'""]"
n	"""It is highly unlikely that using a 1MiB buffer will be any faster than somewhere between 8 and 16 KiB."""	"[""'Performance'""]"
n	"""@Software Monkey: Hm, wouldn't accessing the HD in 16 KiB chunks send it thrashing pretty badly?"""	"[""'Performance'""]"
o	"""Perhaps the OS or hardware cache will alleviate that via prefetching."""	"[""'Others'""]"
p	"""In the end, the optimal buffer size is probably best determined via benchmarks based on the actual use case."""	"[""'Performance'""]"
o	"""@Michael: In my testing, bulk reading/writing ceased to gain any meaningful throughput increase for buffers larger than this."""	"[""'Others'""]"
o	"""YMMV."""	"[""'Others'""]"
o	"""At the time, circa early 2000's the sweet spot seemed to be about 10 K; it might be a little larger now, but probably not by much."""	"[""'Others'""]"
o	"""It's likely to be about X disk allocation unit, where X is quite small."""	"[""'Usability'""]"
p	"""This is a very good article: URL_http://java.sun.com/developer/technicalArticles/Programming/PerfTuning/ [ URL_http://java.sun.com/developer/technicalArticles/Programming/PerfTuning/ ] In summary, for great performance, you should: 1."""	"[""'Others'""]"
n	"""Avoid accessing the disk."""	"[""'Others'""]"
o	"""2."""	"[""'Others'""]"
n	"""Avoid accessing the underlying operating system."""	"[""'Others'""]"
o	"""3."""	"[""'Others'""]"
o	"""Avoid method calls."""	"[""'Others'""]"
o	"""4."""	"[""'Others'""]"
p	"""Avoid processing bytes and characters individually."""	"[""'Others'""]"
o	"""For example, to reduce the access to disk, you can use a large buffer."""	"[""'Others'""]"
p	"""The article describes various approaches."""	"[""'Others'""]"
o	"""You can use java.nio which is faster than classical Input/Output stream: URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html [ URL_http://java.sun.com/javase/6/docs/technotes/guides/io/index.html ] ."""	"[""'Performance'""]"
o	"""See my comment on Michael Borgwardt's post."""	"[""'Others'""]"
o	"""Don't use read without arguments.It's very slow.Better read it to buffer and move it to file quickly."""	"[""'Performance'""]"
n	"""Use bufferedInputStream because it supports binary reading."""	"[""'Usability'""]"
o	"""And it's all."""	"[""'Others'""]"
p	"""Does it have to be done in Java?"""	"[""'Others'""]"
o	"""I.e."""	"[""'Others'""]"
p	"""does it need to be platform independent?"""	"[""'Others'""]"
p	"""If not, I'd suggest using the ' URL_http://unixhelp.ed.ac.uk/CGI/man-cgi?split [split] ' command in """	"[""'Others'""]"
o	"""If you really wanted, you could execute this command via your java program."""	"[""'Others'""]"
p	"""While I haven't tested, I imagine it perform faster than whatever Java IO implementation you could come up with."""	"[""'Performance'""]"
o	"""Unless you accidentally read in the whole input file instead of reading it line by line, then your primary limitation will be disk speed."""	"[""'Performance'""]"
n	"""You may want to try starting with a file containing 100 lines and write it to 100 different files one line in each and make the triggering mechanism work on the number of lines written to the current file."""	"[""'Others'""]"
p	"""That program will be easily scalable to your situation."""	"[""'Performance'""]"
n	"""Yes."""	"[""'Others'""]"
o	"""I also think that using read() with arguments like read(Char[], int init, int end) is a better way to read a such a large file(Eg : read(buffer,0,buffer.length)) And I also experienced the problem of missing values of using the BufferedReader instead of BufferedInputStreamReader for a binary data input stream."""	"[""'Others'""]"
o	"""So, using the BufferedInputStreamReader is a much better in this like case."""	"[""'Usability'""]"
o	"""How to create a Java String from the contents of a file?"""	"[""'Others'""]"
o	"""I've been using this idiom for some time now."""	"[""'Usability'""]"
p	"""And it seems to be the most wide-spread, at least in the sites I've visited."""	"[""'Others'""]"
o	"""Does anyone have a better/different way to read a file into a string in Java?"""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""Can anyone explain me in a very simple way what's with the NIO?"""	"[""'Usability'""]"
n	"""Each time I read about itI get lost in the nth mention of channel :(."""	"[""'Usability'""]"
o	"""do remember that it's not guaranteed that the line separator in the file isn't necessary the same as the system's line separator."""	"[""'Usability'""]"
o	"""Could you please insert a proper try finally that closes the reader?"""	"[""'Usability'""]"
n	"""Someone might actually use this example and introduce a Others into his code."""	"[""'Others'""]"
n	"""Code above has a Others of adding extra new line char at the last line.It should be something like followingif(line reader.readLine() ) != null){ stringBuilder.append( line );}while (line reader.readLine() ) != null) { stringBuilder.append( ls ); stringBuilder.append( line );}."""	"[""'Others'""]"
o	"""Java 7 introduces byte[] Files.readAllBytes(file); To those, who suggest the 'one-line' Scanner solution: Don't yo need to close it?"""	"[""'Usability'""]"
o	""" Read text from a file Here's a compact, robust idiom for Java 7, wrapped up in a utility method: CODESNIPPET_JAVA1 ."""	"[""'Performance'""]"
o	""" Memory utilization This method can temporarily require memory several times the size of the file, because for a short time the raw file contents (a byte array), the decoded characters (a character buffer), and a copy of the character data (in the new CODETERM1 instance) all reside in memory at once."""	"[""'Performance'""]"
p	"""It is safest to apply to files that you know to be small relative to the available memory."""	"[""'Performance'""]"
o	"""For reading large files, you need a different design for your program, one that reads a chunk of text from a stream, processes it, and then moves on to the next, reusing the same fixed-sized memory block."""	"[""'Performance'""]"
o	"""Here, ""large"" depends on the computer specs."""	"[""'Others'""]"
o	"""Nowadays, this threshold might be many gigabytes of RAM."""	"[""'Others'""]"
o	""" Character encoding One thing that is missing from the sample in the original post is the character encoding."""	"[""'Others'""]"
o	"""There are some special cases where the platform default is what you want, but they are rare, and you should be able justify your choice."""	"[""'Usability'""]"
o	"""The URL_http://docs.oracle.com/javase/7/docs/api/java/nio/charset/StandardChar sets.html [CODETERM2] class define some constants for the encodings required of all Java runtimes: CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""The platform default is available from URL_http://docs.oracle.com/javase/7/doc s/api/java/nio/charset/Charset.html#defaultCharset%28%29 [the-CODETERM3-class] itself: CODESNIPPET_JAVA3 ."""	"[""'Others'""]"
o	""" Note: This answer largely replaces my Java 6 version."""	"[""'Others'""]"
p	"""The utility of Java 7 safely simplifies the code, and the old answer, which used a mapped byte buffer, prevented the file that was read from being deleted until the mapped buffer was garbage collected."""	"[""'Usability'""]"
o	"""You can view the old version via the ""edited"" link on this answer."""	"[""'Others'""]"
p	"""Quite interesting."""	"[""'Others'""]"
o	"""What does the channel means."""	"[""'Others'""]"
n	"""I know that is to avoid block the ""thread?"""	"[""'Others'""]"
o	""""" They can be bidirectional ( or that's what I understood ) But, in more simple word, what are they?"""	"[""'Others'""]"
o	"""Can you elaborate further?"""	"[""'Others'""]"
o	"""In many ways, a ReadableByteChannel is like an InputStream, and WritableByteChannel is like an OutputStream."""	"[""'Others'""]"
o	"""Many concrete Channels implement both of these interfaces, so one object is bi-directional."""	"[""'Others'""]"
o	"""Some channels (SocketChannel) support non-blocking IO, but this isn't true of all channels."""	"[""'Usability'""]"
o	"""Do you know the time- and memory-efficiencies of this idiom, or can at least estimate?"""	"[""'Performance'""]"
p	"""It's a beautiful idiom!."""	"[""'Others'""]"
o	"""Technically speaking, it's O(n) in time and space."""	"[""'Performance'""]"
p	"""Qualitatively, due the immutability requirement of Strings, it's pretty hard on memory; temporarily there are two copies of the char data in memory, plus the room for the encoded bytes."""	"[""'Performance'""]"
o	"""Assuming some single-byte encoding, it will (temporarily) require 5 bytes of memory for each character in the file."""	"[""'Performance'""]"
o	"""Since the question asks specifically for a String, that's what I show, but if you can work with the CharBuffer returned by ""decode"", the memory requirement is much less."""	"[""'Performance'""]"
p	"""Time- wise, I don't think you'll find anything faster in the core Java libs."""	"[""'Performance'""]"
n	"""Possible typo?"""	"[""'Others'""]"
o	"""NIO has a Charset (not CharSet) class called java.nio.charset.Charset."""	"[""'Others'""]"
o	"""Is this what CharSet should have been?"""	"[""'Others'""]"
n	"""Note : after exercising a bit that code, I found out that you can't reliably delete the file right after reading it with this method, which may be a non issue in some case, but not mine.May it be in relation with this issue : URL_http://Otherss.sun.com/Othersdatabase/view_Others.do?Others_id=4715154 ?I finally went with the proposition of Jon Skeet which doesn't suffer from this Others.Anyways, I just wanted to give the info, for other people, just in case..."""	"[""'Usability'""]"
n	"""@Sbastien Nussbaumer: I also bumped on this problem."""	"[""'Others'""]"
n	"""Amazing that the Others has been marked ""Will Not Fix""."""	"[""'Others'""]"
n	"""This essentially means that FileChannel#map is, in general, unusable."""	"[""'Others'""]"
n	"""@Sbastien Nussbaumer: The Others has been deleted from the Oracle / Sun Others Database: ""This Others is not available."""	"[""'Others'""]"
o	""""" Google cached the site at URL_http://webcac he.googleusercontent.com/search?q=cache:Otherss.sun.com/Othersdatabase/view_Others.do%3 FOthers_id%3D4715154."""	"[""'Others'""]"
n	"""I tried reading an exe file using this method with default charset, append some data in it and again make it an exe, But it corrupted the exe, Any thoughts ?"""	"[""'Others'""]"
n	"""@smilepleeeaz What you describe makes no sense."""	"[""'Others'""]"
o	"""EXE files are not text."""	"[""'Others'""]"
p	"""And they have a well-defined structure."""	"[""'Usability'""]"
n	"""First you are destroying the content of the file by decoding it as text, then you are destroying the structure by appending text to it."""	"[""'Usability'""]"
n	"""How could this fail to corrupt the EXE?"""	"[""'Others'""]"
o	"""I don't really care about encoding, could I just use Charset.defaultCharset() instead of having an argument accepting it?"""	"[""'Usability'""]"
o	"""@yannbane If you are sure that the file will always be encoded with the platform's default character set, yes, you could do that."""	"[""'Usability'""]"
o	"""If there's a mismatch, then you'll care about encoding."""	"[""'Others'""]"
o	"""Commons URL_http://commons.apache.org/proper/commons-io/apidocs/org/apache/com mons/io/FileUtils.html#readFileToString%28java.io.File%29 [CODETERM1] : CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	""" Reads the contents of a file into a String using the default encoding for the VM."""	"[""'Others'""]"
o	"""The file is always closed."""	"[""'Others'""]"
o	""" Parameters: CODETERM2 \- the file to read, must not be null Returns: the file contents, never null Throws: - CODETERM3 \- in case of an I/O error Since: Commons IO 1.3.1 by Oscar Reyes** I've found the code used ( indirectly ) by that class: URL_http://www.docjar.com/html/api/org/apache/commons/io/IOUtils.java.html [IOUtils.java] under URL_http://www.apache.org/licenses/LICENSE-2.0 [Apache- Licence-2.0] CODESNIPPET_JAVA2 ."""	"[""'Usability'""]"
o	"""Very similar to the one use by Ritche_W ."""	"[""'Usability'""]"
n	"""I don't find that method in the URL you provide."""	"[""'Others'""]"
o	"""It's in the class org.apache.commons.io.FileUtils."""	"[""'Others'""]"
o	"""I'm using FileUtils too, but I'm wondering what is better betwwen using FileUtils or the accepted nio answer?"""	"[""'Usability'""]"
o	"""@Guillaume: The biggest question is whether you're comfortable having a dependency on a 3rd party library."""	"[""'Usability'""]"
p	"""If you do have Commons IO or [Guava]( URL_http://stackoverflow.com/a/2224519/56285 ) in your project, then use that (just for code simplicity; otherwise there likely won't be a noticeable difference)."""	"[""'Usability'""]"
p	"""From URL_http://weblogs.java.net/blog/pat/archive/2004/10/stupid_scanner.html [this-page] the one-line solution: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""or CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""If you want to set the charset ."""	"[""'Others'""]"
o	"""+1 I thought the selimeter should be \\\Z."""	"[""'Others'""]"
o	"""\\\A works because there is no ""other beginning of file"", so you are in fact read the last token...which is also the first."""	"[""'Usability'""]"
o	"""Never tried with \\\Z."""	"[""'Others'""]"
p	"""Also note you can read anything that is Readable , like Files, InputStreams, channels...I sometimes use this code to read from the display window of eclipse, when I'm not sure if I'm reading one file or another...yes, classpath confuses me."""	"[""'Usability'""]"
n	"""As the poster, I can say I really don't know if and when the file is properly close...I never write this one in production code, I use it only for tests or deOthers."""	"[""'Usability'""]"
o	"""It has a limit of 1024 chars I think."""	"[""'Others'""]"
o	"""Scanner implements Closeable (it invokes close on the source) - so while elegant it shouldn't really be a one-liner."""	"[""'Usability'""]"
o	"""The default size of the buffer is 1024, but Scanner will increase the size as necessary (see Scanner#makeSpace())."""	"[""'Others'""]"
n	"""This one fails for empty files with a java.util.NoSuchElementException."""	"[""'Others'""]"
o	"""If you're looking for an alternative that doesn't involve a 3rd party library (e.g."""	"[""'Others'""]"
p	"""commons IO), you can use the URL_http://java.sun.com/javase/6/docs/api/java/util/Scanner.html [Scanner] class CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
p	"""I think this is the best way."""	"[""'Others'""]"
p	"""Check out URL_http://java.sun.com/docs/books/tutorial/essential/io/scanning.html ."""	"[""'Others'""]"
o	"""The Scanner constructor that accepts a String doesn't treat the string as the name of a file to read, but as the text to be scanned."""	"[""'Others'""]"
n	"""I make that mistake all the time."""	"[""'Others'""]"
n	""":-/."""	"[""'Others'""]"
p	"""@Alan, good catch."""	"[""'Others'""]"
n	"""I edited Don's answer slightly to fix that (I hope)."""	"[""'Others'""]"
o	"""fileContents.append(scanner.nextLine()).append(lineSeparator);."""	"[""'Others'""]"
o	"""Change the initialization statement to Scanner scanner new Scanner((Readable) new BufferedReader(new FileReader(file)));."""	"[""'Others'""]"
o	"""Otherwise you may only capture part of the file."""	"[""'Others'""]"
o	"""URL_http://code.google.com/p/guava-libraries/ [Guava] has a method similar to the one from Commons IOUtils that Willi aus Rohr mentioned: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	""" by Oscar Reyes** This is the (simplified) underlying code on the cited library: CODESNIPPET_JAVA2 ."""	"[""'Usability'""]"
n	""" (by Jonik): The above doesn't match the source code of recent Guava versions."""	"[""'Usability'""]"
o	"""For the current source, see the classes URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/Files.java [Files] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharStreams.java [CharStreams] , URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/ByteSource.java [ByteSource] and URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io/CharSource.java [CharSource] in URL_http://code.google.com/p/guava-libraries/source/browse/guava/src/com/google/common/io [com.google.common.io] package."""	"[""'Others'""]"
n	"""This code has casting from long to int which could pop up some crazy behaviour with big files."""	"[""'Others'""]"
o	"""Has extra spaces and where do you close the inputstream?"""	"[""'Usability'""]"
o	"""@M-T-A: The stream closed, note the use of Closer in [CharSource]( URL_http://code.google.com/p/guava - libraries/source/browse/guava/src/com/google/common/io/CharSource.java)."""	"[""'Usability'""]"
n	"""The code in the answer isn't the actual, current Guava source."""	"[""'Usability'""]"
o	"""That code will normalize line breaks, which may or may not be what you really want to do."""	"[""'Usability'""]"
p	"""Here's an alternative which doesn't do that, and which is (IMO) simpler to understand than the NIO code (although it still uses java.nio.charset.Charset): CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Which one is ""that"" code?"""	"[""'Others'""]"
o	"""The code in the question."""	"[""'Others'""]"
o	"""No real need to close the BufferedReader/InputStreamReader as they're only wrapping the stream +1 !!"""	"[""'Others'""]"
o	"""!."""	"[""'Others'""]"
o	"""Forgive me for reviving a comment this old, but did you mean to pass in a String object called ""file"", or should that be a File object instead?"""	"[""'Usability'""]"
o	"""@BryanLarson: Either's fine."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""....... CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""Or even more simple: new String(Files.readAllBytes(FileSystems.getDefault().getPath( filename)));."""	"[""'Usability'""]"
p	"""or new String(Files.readAllBytes(Paths.get(filename))); :-)."""	"[""'Others'""]"
o	"""Well played, and to save the next guy the Googling, [Paths is apparently 1.7+]( URL_http://docs.oracle.com/javase/7/docs/api/java/nio/file/Paths.html ) as is [FileSystems]( URL_http://docs.oracle.com/javase/7/docs/api/java/nio/file/FileSys tems.html)."""	"[""'Others'""]"
n	"""(Dang it!"""	"[""'Others'""]"
n	""")."""	"[""'Others'""]"
o	"""It;s a shame this answer doesn't have more votes."""	"[""'Others'""]"
n	"""I was looking for the quickest and simplest way to get a text file into a String."""	"[""'Performance'""]"
p	"""This is it and if I didn't scroll down and down and down, I would have missed it."""	"[""'Usability'""]"
o	"""The OP should consider accepting this answer to move it to the top."""	"[""'Others'""]"
o	"""If it's a text file why not use apache commons-io?"""	"[""'Usability'""]"
p	"""URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html [ URL_http://commons.apache.org/io/apidocs/org/apache/commons/io/FileUtils.html ] It has the following method CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""If you want the lines as a list use CODESNIPPET_JAVA2 ."""	"[""'Usability'""]"
n	"""Java attempts to be extremely general and flexible in all it does."""	"[""'Usability'""]"
o	"""As a result, something which is relatively simple in a scripting language (your code would be replaced with "" CODETERM1 "" in python) is a lot more complicated."""	"[""'Usability'""]"
o	"""There doesn't seem to be any shorter way of doing it, except using an external library (like URL_http://stackoverflow.com/questions/326390 /is-there-an-alternative-to-this-way-of-read-file-to-a-string-in-java#326413 [Willi-aus-Rohr] mentioned)."""	"[""'Usability'""]"
o	"""Your options: Use an external library."""	"[""'Usability'""]"
p	""" Copy this code into all your projects."""	"[""'Usability'""]"
o	""" Create your own mini-library which contains functions you use often."""	"[""'Usability'""]"
n	"""Your best bet is probably the 2nd one, as it has the least dependencies."""	"[""'Usability'""]"
n	"""Yeap."""	"[""'Others'""]"
p	"""It makes the ""high"" level language take a different meaning."""	"[""'Usability'""]"
n	"""Java is high level compared with C but low compared with Python or Ruby."""	"[""'Usability'""]"
o	"""Agree that Java is long on high-level abstractions but short on convenience methods."""	"[""'Usability'""]"
o	"""True, Java has an insane number of ways of dealing with Files and many of them seem complicated."""	"[""'Usability'""]"
o	"""But this is fairly close to what we have in higher level languages: byte[] bytes Files.readAllBytes(someFile.toPath());."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""I think this has the inconvenience os using the platform default encoding."""	"[""'Usability'""]"
n	"""+1 anyway :)."""	"[""'Others'""]"
o	"""I seems to me that the finally block does not know variables defined in the try block."""	"[""'Others'""]"
o	"""javac 1.6.0_21 throws the error cannot find symbol."""	"[""'Others'""]"
