ManualLabel	Text	codes
o	"""What's the best way to share business object instances between Java web apps using JBoss and Spring?"""	"[""'Usability'""]"
o	"""We currently have a web application loading a Spring application context which instantiates a stack of business objects, DAO objects and Hibernate."""	"[""'Others'""]"
o	"""We would like to share this stack with another web application, to avoid having multiple instances of the same objects."""	"[""'Others'""]"
o	"""We have looked into several approaches; exposing the objects using JMX or JNDI, or using EJB3."""	"[""'Others'""]"
n	"""The different approaches all have their issues, and we are looking for a lightweight method."""	"[""'Performance'""]"
o	"""Any suggestions on how to solve this?"""	"[""'Others'""]"
o	"""Edit: I have received comments requesting me to elaborate a bit, so here goes: The main problem we want to solve is that we want to have only one instance of Hibernate."""	"[""'Others'""]"
n	"""This is due to problems with invalidation of Hibernate's 2nd level cache when running several client applications working with the same datasource."""	"[""'Others'""]"
n	"""Also, the business/DAO/Hibernate stack is growing rather large, so not duplicating it just makes more sense."""	"[""'Performance'""]"
o	"""First, we tried to look at how the business layer alone could be exposed to other web apps, and Spring offers JMX wrapping at the price of a tiny amount of XML."""	"[""'Others'""]"
o	"""However, we were unable to bind the JMX entities to the JNDI tree, so we couldn't lookup the objects from the web apps."""	"[""'Usability'""]"
o	"""Then we tried binding the business layer directly to JNDI."""	"[""'Others'""]"
p	"""Although Spring didn't offer any method for this, using JNDITemplate to bind them was also trivial."""	"[""'Usability'""]"
n	"""But this led to several new problems: 1) Security manager denies access to RMI classloader, so the client failed once we tried to invoke methods on the JNDI resource."""	"[""'Security'""]"
n	"""2) Once the security issues were resolved, JBoss threw IlOthersArgumentException: object is not an instance of declaring class."""	"[""'Others'""]"
n	"""A bit of reading reveals that we need stub implementations for the JNDI resources, but this seems like a lot of hassle (perhaps Spring can help us?"""	"[""'Usability'""]"
n	""") We haven't looked too much into EJB yet, but after the first two tries I'm wondering if what we're trying to achieve is at all possible."""	"[""'Others'""]"
o	"""To sum up what we're trying to achieve: One JBoss instance, several web apps utilizing one stack of business objects on top of DAO layer and Hibernate."""	"[""'Others'""]"
p	"""Best regards, Nils ."""	"[""'Others'""]"
o	"""Could you comment on 1."""	"[""'Others'""]"
o	"""What problem you're trying to solve; 2."""	"[""'Others'""]"
o	"""The issues you found with the respective approaches you mention."""	"[""'Others'""]"
n	"""This would allow a more focused answer..."""	"[""'Others'""]"
n	"""It was difficult to say it all in 300 characters, so I edited the question to add more details :-)."""	"[""'Others'""]"
o	"""Are the web applications deployed on the same server?"""	"[""'Others'""]"
o	"""I can't speak for Spring, but it is straightforward to move your business logic in to the EJB tier using Session Beans."""	"[""'Usability'""]"
p	"""The application organization is straight forward."""	"[""'Usability'""]"
o	"""The Logic goes in to Session Beans, and these Session Beans are bundled within a single jar as an Java EE artifact with a ejb-jar.xml file (in EJB3, this will likely be practically empty)."""	"[""'Others'""]"
o	"""Then bundle you Entity classes in to a seperate jar file."""	"[""'Others'""]"
o	"""Next, you will build each web app in to their own WAR file."""	"[""'Others'""]"
o	"""Finally, all of the jars and the wars are bundled in to a Java EE EAR, with the associated application.xml file (again, this will likely be quite minimal, simply enumerating the jars in the EAR)."""	"[""'Others'""]"
o	"""This EAR is deployed wholesale to the app server."""	"[""'Others'""]"
o	"""Each WAR is effectively independent -- their own sessions, there own context paths, etc."""	"[""'Others'""]"
o	"""But they share the common EJB back end, so you have only a single 2nd level cache."""	"[""'Others'""]"
o	"""You also use local references and calling semantic to talk to the EJBs since they're in the same server."""	"[""'Others'""]"
o	"""No need for remote calls here."""	"[""'Others'""]"
p	"""I think this solves quite well the issue you're having, and its is quite straightforward in Java EE 5 with EJB 3."""	"[""'Usability'""]"
n	"""Also, you can still use Spring for much of your work, as I understand, but I'm not a Spring person so I can not speak to the details."""	"[""'Usability'""]"
o	"""Yes, everything is deployed to the same server."""	"[""'Others'""]"
p	"""This looks quite interesting, I'll give EJB a shot today."""	"[""'Others'""]"
o	"""My point about Spring is that it offers to wrap beans for e.g."""	"[""'Others'""]"
o	"""JMX without any code, but apparently not for EJB."""	"[""'Others'""]"
o	"""Anyway, I look at the EJB approach today."""	"[""'Others'""]"
o	"""What about spring parentContext?Check out this article: URL_http://springtips.blogspot.com/2007/06/using-shared-parent-application- context.html [ URL_http://springtips.blogspot.com/2007/06/using-shared-parent - application-context.html] ."""	"[""'Others'""]"
p	"""URL_http://www.terracotta.org/ [Terracotta] might be a good fit here (disclosure: I am a developer for Terracotta)."""	"[""'Others'""]"
p	"""Terracotta transparently clusters Java objects at the JVM level, and integrates with both Spring and Hibernate."""	"[""'Usability'""]"
p	"""It is free and open source."""	"[""'Others'""]"
n	"""As you said, the problem of more than one client web app using an L2 cache is keeping those caches in synch."""	"[""'Others'""]"
n	"""With Terracotta you can cluster a single Hibernate L2 cache."""	"[""'Others'""]"
o	"""Each client node works with it's copy of that clustered cache, and Terracotta keeps it in synch."""	"[""'Others'""]"
p	"""URL_http://www.terracotta.org/web/display/orgsite/Hibernate+Integration [This-link] explains more."""	"[""'Others'""]"
o	"""As for your business objects, you can use Terracotta's URL_http://www.terracotta.org/web/display/orgsite/Spring+Integration [Spring- integration] to cluster your beans - each web app can share clustered bean instances, and Terracotta keeps the clustered state in synch transparently."""	"[""'Usability'""]"
o	"""You should take a look at the Terracotta Reference Web Application - Examinator."""	"[""'Others'""]"
o	"""It has most of the components you are looking for - it's got Hibernate, JPA, and Spring with a MySQL backend."""	"[""'Others'""]"
p	"""It's been pre-tuned to scale up to 16 nodes, 20k concurrent users."""	"[""'Performance'""]"
o	"""Check it out here: URL_http://reference.terracotta.org/examinator [ URL_http://reference.terracotta.org/examinator ] ."""	"[""'Others'""]"
o	"""Actually, if you want a lightweight solution and don't need transactions or clustering just use Spring support for RMI."""	"[""'Performance'""]"
o	"""It allows to expose Spring beans remotely using simple annotations in the latest versions."""	"[""'Usability'""]"
o	"""See URL_http://stati c.springframework.org/spring/docs/2.0.x/reference/remoting.html [ URL_http://static.springframework.org/spring/docs/2.0.x/reference/remoting.html ] ."""	"[""'Others'""]"
o	"""I have used this approach to access shared Spring beans from a webapp."""	"[""'Usability'""]"
n	"""It works though I still feel there is probably a better/cleaner solution."""	"[""'Usability'""]"
p	"""If you don't like RMI, Spring offers a few other remoting options - Hessian, Burlap, and HttpInvoker (Spring's custom remoting solution - Java serialization over HTTP)."""	"[""'Usability'""]"
o	"""Of course there are always web services as well."""	"[""'Others'""]"
p	"""Spring does have an integration point that might be of interest to you: URL_http://static.springframework.org/spring/docs/2.5.x/reference/ejb.html [EJB-3-injection-nterceptor] ."""	"[""'Usability'""]"
o	"""This enables you to access spring beans from EJBs."""	"[""'Usability'""]"
p	"""Thank you for your answers so far."""	"[""'Others'""]"
p	"""We're still not quite there, but we have tried a few things now and see things more clearly."""	"[""'Usability'""]"
p	"""Here's a short update: The solution which appears to be the most viable is EJB."""	"[""'Usability'""]"
o	"""However, this will require some amount of changes in our code, so we're not going to fully implement that solution right now."""	"[""'Others'""]"
n	"""I'm almost surprised that we haven't been able to find some Spring feature to help us out here."""	"[""'Usability'""]"
o	"""We have also tried the JNDI route, which ends with the need for stubs for all shared interfaces."""	"[""'Others'""]"
n	"""This feels like a lot of hassle, considering that everything is on the same server anyway."""	"[""'Usability'""]"
p	"""Yesterday, we had a small break through with JMX."""	"[""'Others'""]"
p	"""Although JMX is definately not meant for this kind of use, we have proven that it can be done - with no code changes and a minimal amount of XML (a big Thank You to Spring for MBeanExporter and MBeanProxyFactoryBean)."""	"[""'Usability'""]"
n	"""The major drawbacks to this method are performance and the fact that our domain classes must be shared through JBoss' server/lib folder."""	"[""'Performance'""]"
o	"""I.e., we have to remove some dependencies from our WARs and move them to server/lib, else we get ClassCastException when the business layer returns objects from our own domain model."""	"[""'Usability'""]"
n	"""I fully understand why this happens, but it is not ideal for what we're trying to achieve."""	"[""'Usability'""]"
p	"""I thought it was time for a little update, because what appears to be the best solution will take some time to implement."""	"[""'Usability'""]"
o	"""I'll post our findings here once we've done that job."""	"[""'Others'""]"
n	"""It's been suggested several times on this thread by myself and others, but have you looked at Terracotta?"""	"[""'Others'""]"
o	"""Unlike all the other solutions presented thus far, it is designed explicitly for state sharing which is what you asked for."""	"[""'Usability'""]"
o	"""I'm not really sure what you are trying to solve; at the end of the day each jvm will either have replicated instances of the objects, or stubs representing objects existing on another (logical) server."""	"[""'Others'""]"
o	"""You could, setup a third 'business logic' server that has a remote api which your two web apps could call."""	"[""'Others'""]"
o	"""The typical solution is to use EJB, but I think spring has remoting options built into its stack."""	"[""'Others'""]"
o	"""The other option is to use some form of shared cache architecture... which will synchronize object changes between the servers, but you still have two sets of instances."""	"[""'Others'""]"
o	"""Not so if you use Terracotta."""	"[""'Usability'""]"
o	"""Take a look at URL_http://www.jboss.org/jbosscache/ [JBossCache] ."""	"[""'Others'""]"
p	"""It allows you to easily share/replicate maps of data between mulitple JVM instances (same box or different)."""	"[""'Usability'""]"
p	"""It is easy to use and has lots of wire level protocol options (TCP, UDP Multicast, etc.)."""	"[""'Usability'""]"
o	"""Java date time in arabic."""	"[""'Others'""]"
o	"""How to get arabic date when the user selected language is Arabic and date in english format when selected language is english in spring application ?"""	"[""'Others'""]"
n	"""I tried by setting the default locale to english and arabic based on the request but this doesn't help me in getting calendar api time in arabic for (9 hours 15 mins)."""	"[""'Usability'""]"
o	"""Is your question about the locale (language) or the timezone?"""	"[""'Others'""]"
o	"""If suppose i get (9 AM) in english in a lookup service i need corresponding value in arabic based on the user selected language in website."""	"[""'Others'""]"
o	"""Use Joda time or Java 8 Date time API."""	"[""'Usability'""]"
o	"""Following is the example of Java 8 API CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""Suggest a simple NoSQL database for java project."""	"[""'Usability'""]"
o	"""I am developing a simple internal use application with an intended user base of around 100 people."""	"[""'Usability'""]"
o	"""The application does a lot of reads and very few writes."""	"[""'Others'""]"
o	"""The dataset size is fairly small and we do not want to use a RDBMS if possible."""	"[""'Usability'""]"
o	"""In fact, the relational requirements are fairly small."""	"[""'Usability'""]"
o	"""I am looking at using some NoSQL database and I am looking for one with the following requirements."""	"[""'Usability'""]"
p	"""1."""	"[""'Others'""]"
o	"""A simple, stable implementation which can be accessed easily from Java (i.e has a Java client)."""	"[""'Performance'""]"
p	"""2."""	"[""'Others'""]"
n	"""I would like to be able to run a test application from a Windows box although the final deployment is on a Linux box."""	"[""'Others'""]"
n	"""3."""	"[""'Others'""]"
p	"""Setup of the NoSQL DB should be minimal."""	"[""'Usability'""]"
o	"""4."""	"[""'Others'""]"
o	"""I am not concerned with scaling the DB because we expect to limit the dataset size and trim old data occasionally."""	"[""'Performance'""]"
n	"""Any suggestions would be helpful."""	"[""'Others'""]"
o	"""I am currently considering URL_http://code.google.com/p/redis/ [redis] + URL_http://code.google.com/p/jredis/ [jredis] One of my main motivations for this project is also to look into the programming model and ways of usage of NoSql DBs."""	"[""'Usability'""]"
p	"""I understand I can use flat files, blobs etc."""	"[""'Usability'""]"
o	"""Since simple flat files require no setup and don't use SQL, what are you asking?"""	"[""'Usability'""]"
n	"""@S.Lott - Agreed."""	"[""'Others'""]"
p	"""I also want to use the opportunity to do a starter project using a NoSQL database."""	"[""'Usability'""]"
n	"""Serializing is simple."""	"[""'Usability'""]"
o	"""URL_http://download.oracle.com/javase/6/docs/api/java/io/Serializable.html ."""	"[""'Others'""]"
n	"""@Thimmayya: then this is a rhetorical question."""	"[""'Others'""]"
o	"""Use what you think will be fun."""	"[""'Usability'""]"
n	"""@msw - It is rhetorical :)."""	"[""'Others'""]"
o	"""Just want to see if there are any suggestions that I may not have found while googling."""	"[""'Others'""]"
n	"""@offtopic but I don't like these databases being called NoSQL, it seems that the emphasis is on not having sql though the reality is that these database lack relational schema and thats why people want it not because they don't want to use sql."""	"[""'Usability'""]"
o	"""""I also want to use the opportunity to do a starter project using a NoSQL database""?"""	"[""'Usability'""]"
n	"""What does that matter?"""	"[""'Others'""]"
o	"""Since simple flat files require no setup and don't use SQL, what are you asking?"""	"[""'Usability'""]"
o	"""What's wrong with flat files?"""	"[""'Others'""]"
n	"""Why ask?"""	"[""'Others'""]"
n	"""@S.Lott - There is nothing wrong with flat files for a simple app."""	"[""'Usability'""]"
p	"""I just want to explore some of the new NoSQL DB systems and the programming model associated with them."""	"[""'Others'""]"
n	"""I am not sure if you are upset with the question, but since I did not find the same question already answered and the Others here is friendly enough with such questions, I figured I would go ahead and ask for opinions."""	"[""'Others'""]"
p	"""Relax man."""	"[""'Others'""]"
o	"""@Thimmayya: Then don't use ""NoSQL"" -- it's too vague to have any meaning."""	"[""'Usability'""]"
p	"""The Flat File is the perfect NoSQL database."""	"[""'Usability'""]"
p	"""Why not use it?"""	"[""'Usability'""]"
o	"""In this case, you don't want to use flat files because when you say ""NoSQL"" you mean something specific -- ""redis""."""	"[""'Usability'""]"
n	"""Please fix your question to remove the vague and poorly- defined ""NoSQL"" and be more specific about what you want opinions on."""	"[""'Others'""]"
o	"""@S.Lott - Thanks."""	"[""'Others'""]"
n	"""I see ""NoSQL' is more of a buzzword and Hasan suggested the same above."""	"[""'Others'""]"
p	"""You're tagging this question with [key-value-store] and many answers below are about graph oriented db, document oriented db, OODB."""	"[""'Others'""]"
n	"""This doesn't make any sense."""	"[""'Others'""]"
p	"""If you just want to use something because of the hype, pick anything."""	"[""'Usability'""]"
n	"""But this question doesn't make any sense."""	"[""'Others'""]"
p	"""@Pascal - You are right."""	"[""'Others'""]"
p	"""The question is superfluous...."""	"[""'Others'""]"
p	"""Some of the answers were helpful in the sense that they led me to learn a bit about graph databases, but that is irrelevant to the question."""	"[""'Others'""]"
p	"""Naturally, there is no ""correct answer"" here for me to accept."""	"[""'Others'""]"
p	"""The easiest thing to do is to go to URL_http://en.wikipedia.org/wiki/NoSQL and pick any of the technologies mentioned there."""	"[""'Others'""]"
p	"""Thanks."""	"[""'Others'""]"
p	"""Definitely URL_http://www.orientechnologies.com [OrientDB] ( URL_http://www.orientechnologies.com) : It's 100% written in Java (requires JRE 1.6 for the client/server version, otherwise JRE 1.5) Elegant Java APIs Really fast."""	"[""'Performance'""]"
p	"""About 50.000 insert/sec on common HW Small: less than 1Mb for all Support for SQL with extension for links, graphs and objects Native support for Security Run as embedded or in client/server configuration."""	"[""'Performance'""]"
p	"""Next releases will support clustering and partitioning Apache 2 license: free for any use Much more ."""	"[""'Usability'""]"
p	"""I've had great success with URL_http://neo4j.org [Neo4J] ."""	"[""'Performance'""]"
n	"""The database is embedded so the amount of effort required to get the system running is minimal."""	"[""'Usability'""]"
n	"""Additionally the client interface to the DB is a pleasure to work with."""	"[""'Usability'""]"
p	"""The entire setup is two additional jars on the classpath."""	"[""'Others'""]"
n	"""Thanks."""	"[""'Others'""]"
p	"""I will look it up."""	"[""'Usability'""]"
p	"""+1 for neo4j."""	"[""'Others'""]"
p	"""I've been using it in a project and found it integrates very easily into a project."""	"[""'Usability'""]"
p	"""My only gripe is version 1.1 doesn't have a way to get a relationship between two nodes by providing a method getRelationship(node1, node2)."""	"[""'Usability'""]"
o	"""Otherwise, it's been awesome."""	"[""'Others'""]"
o	"""I'd recommend it."""	"[""'Others'""]"
o	"""If you're looking for a simple stable implementation of a NoSQL DB system, look no further than Apache (they have over 10 years of development experience)."""	"[""'Performance'""]"
p	"""Few that comes to mind: URL_http://couchdb.apache.org/ [CouchDB] URL_http://cassandra.apache.org/ [Cassandra] ."""	"[""'Others'""]"
n	"""Developed by Facebook but now under Apache."""	"[""'Others'""]"
o	"""Twitter, Facebook, Digg, etc."""	"[""'Others'""]"
n	"""are using Cassandra."""	"[""'Usability'""]"
n	"""It's fully written in Java and can be accessed via Java using URL_http://incubator.apache.org/thrift/ [Thrift] or URL_http://avro.apache.org/ [Avro] ."""	"[""'Usability'""]"
o	""" Redis (although Redis doesn't run flexibly well on Windows OS)."""	"[""'Others'""]"
n	"""It's owned by VMWare."""	"[""'Others'""]"
p	"""You do want to use Cassandra for this."""	"[""'Usability'""]"
p	"""It would be the exact wrong choice for your requirements."""	"[""'Usability'""]"
p	"""@ericflo - Can you elaborate a bit more please?"""	"[""'Others'""]"
n	"""Cassandra != easy if you ask me!"""	"[""'Usability'""]"
o	"""It scales very well if I have to believe digg,facebook, twitter, etc."""	"[""'Performance'""]"
o	"""@Alfred, it's easier once you get the hang of it."""	"[""'Usability'""]"
p	"""It's just creating your column families that's a schlep."""	"[""'Others'""]"
p	"""Apache is an organization."""	"[""'Others'""]"
p	"""Being an Apache project tells not much about the code quality; in the end Apache grants a good Others quality, nothing else."""	"[""'Others'""]"
p	"""@Ansgar, You're confusing Apache License with Apache projects."""	"[""'Others'""]"
p	"""I'm basically saying that Apache has good java-based products for NoSQL databases."""	"[""'Others'""]"
o	"""The fact that they've been consistent in java based software development for over 10 years and with huge support shows that they are a ""trustworthy"" organization."""	"[""'Others'""]"
o	"""A document database has a very simple storage model and basic query abilities."""	"[""'Usability'""]"
o	"""URL_http://www.mongodb.org/downloads [MongoDB] for example, seems to have everything you need in terms of compatibility and is very easy to set up."""	"[""'Usability'""]"
o	"""I would choose between 2 options: 1) URL_http://en.wikipedia.org/wiki/Berkeley_DB [Berkeley-DB] : it's very mature and at the same time very simple key-value storage."""	"[""'Usability'""]"
o	"""It could be the best choice in not one big issue: it was bought by Oracle and some licensing issues can occur now."""	"[""'Others'""]"
o	"""Read carefully info about licensing and it your requirements don't break the agreement then go with it."""	"[""'Others'""]"
p	"""2) MySql on MyISAM engine without any foreign keys (i.e."""	"[""'Others'""]"
o	"""several independent not normalized tables)."""	"[""'Others'""]"
o	"""You'll use it just as a key-value storage."""	"[""'Usability'""]"
p	"""Read this answer about URL_http://stackoverflow.com/questions/2285045/what-scalability- problems-have-you-solved-using-a-nosql-data-store/2316921#2316921 [using- MySql-as-NoSql-storage] ."""	"[""'Others'""]"
o	"""If I were in your shoes, I'd go with this option just because I know that it would show great performance, there are mature tools for working with MySql, many people have experience with it and at any time you can easily use all its relational potential if you eventually decide to go back to RDBMS solutions."""	"[""'Performance'""]"
o	"""If I were in your shoes, I'd go with this option just because I know that it would show great performance, there are mature tools for working with MySql, many people have experience with it and at any time you can easily use all its relational potential if you eventually decide to go back to RDBMS solutions."""	"[""'Usability'""]"
p	"""The SQL database you have most experience with."""	"[""'Others'""]"
p	"""MySQL, Postgre, HyperDB, whatever."""	"[""'Others'""]"
n	"""If you want to learn something, then any NoSQL database is fine - you'd learn a lot about distributing data and scalability in the process."""	"[""'Performance'""]"
n	"""Cassandra, Neo4j, MongoDB, etc."""	"[""'Others'""]"
n	"""Lotus Notes Domino would meet all of your requirements."""	"[""'Usability'""]"
n	"""It would also provide robust security and potential scalability as well."""	"[""'Security'""]"
n	"""It would also provide robust security and potential scalability as well."""	"[""'Performance'""]"
n	"""Welcome to Stack Overflow."""	"[""'Others'""]"
p	"""We can hear you loud and clear."""	"[""'Others'""]"
p	"""There's no need for ALL CAPS."""	"[""'Others'""]"
p	"""edit to remove the SHOUTY CAPS."""	"[""'Others'""]"
o	""";)."""	"[""'Others'""]"
o	"""What is the best api/library for Java to use Cassandra?"""	"[""'Usability'""]"
o	"""I'm looking for an API with the following requirements 1."""	"[""'Others'""]"
p	"""It's simple to use and is concise."""	"[""'Usability'""]"
p	"""It is not bloated."""	"[""'Usability'""]"
p	"""2."""	"[""'Others'""]"
o	"""Works with Spring way of doing things, or is at least easy to make it work with Spring 3."""	"[""'Usability'""]"
o	"""Has a Maven repository, preferably it's already in the main repositories 4."""	"[""'Others'""]"
o	"""Is production-tested, meaning a fair number of people are using it in production applications."""	"[""'Others'""]"
p	"""Help?"""	"[""'Others'""]"
p	"""Thanks!"""	"[""'Others'""]"
n	"""URL_http://github.com/rantav/hector [Hector] and URL_http://code.google.com/p/pelops/ [Pelops] are, as far as I know, the two that are most widely used (4)."""	"[""'Usability'""]"
o	"""I dont think any of the two are mavenized (3)."""	"[""'Others'""]"
n	"""Both should work in a Spring framework environment(2)."""	"[""'Usability'""]"
o	"""Your first criteria might be a little bit subjective."""	"[""'Others'""]"
o	"""I dont find any of these two bloated."""	"[""'Usability'""]"
o	"""You might do, if you do, please tell me."""	"[""'Others'""]"
o	"""Hector is mavenized."""	"[""'Others'""]"
n	"""Pelops is mavenized as well."""	"[""'Others'""]"
p	"""Pelops Others is very poor."""	"[""'Others'""]"
p	"""i know this is an old question but I'd like to point future viewer of the question to URL_https://github.com/Netflix/astyanax [Astyanax] ."""	"[""'Others'""]"
p	"""It's a URL_https://github.com/Netflix/astyanax/wikihttp:// [very-well-documented] Cassandra API with many examples and support very high level features such as locking and all versions of cql."""	"[""'Usability'""]"
o	"""Astyanax is also URL_http://mvnrepository.com/artifact/com.netflix.astyanax/astyanax [Mavenized] ."""	"[""'Others'""]"
p	"""Kundera is a object-datastore mapping tool for Cassandra, Hbase and MongoDB."""	"[""'Usability'""]"
o	"""Some of the salient features are: JPA 2.0 compliant."""	"[""'Usability'""]"
o	""" Column/ super column indexing using lucene."""	"[""'Others'""]"
o	""" Support for entity relationships and JPA queries."""	"[""'Usability'""]"
o	""" Cross-datastore persistence It's hosted here: URL_https://github.com/impetus-opensource/Kundera [ URL_https://github.com/impetus-opensource/Kundera ] ."""	"[""'Usability'""]"
o	"""From JPA to NOSQL."""	"[""'Others'""]"
o	"""I am trying to add a NOSQL data into my JPA-based application, following URL_http://static.springsource.org/spring-data/data-graph/snapshot- site/reference/html/#cross-store [this-tutorial] ."""	"[""'Others'""]"
o	"""The entity I want to add, was befored modeled without NOSQL in this way: Triple.java CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""ConceptPk.java CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""I am omiting repetitions, but the 3 CODETERM1 s are part of the primary key, of the @Id."""	"[""'Others'""]"
o	"""Adapting this entity to NOSQL: CODESNIPPET_JAVA3 ."""	"[""'Others'""]"
n	"""Now the question, which actually are two questions: A) CODETERM2 gives me error on Eclipse, and advises me to add a cast, but this doesn't solve the error."""	"[""'Others'""]"
o	"""I don't know if I must an annotation or any other additional thing to CODETERM3 B) As I have specified, the primery key is composed by 3 concepts, and CODETERM4 is required."""	"[""'Others'""]"
p	"""JPA modelling is ok, but I don't know how to do the same in NOSQL ."""	"[""'Usability'""]"
o	"""Well, you haven't said _which_ NoSQL engine you're going to, which is pretty important."""	"[""'Usability'""]"
o	"""Most NoSQL data stores don't support the concept of a composite primary key - and some of them won't allow you unique columns in the first place."""	"[""'Usability'""]"
o	"""First, note that I work for a NoSQL vendor, URL_http://gigaspaces.com/ [ URL_http://gigaspaces.com/ ] - I'm not unbiased."""	"[""'Others'""]"
p	"""However, going from JPA to NoSQL is not hard, no matter what your engine is."""	"[""'Usability'""]"
o	"""For GigaSpaces, you can use JPA to talk to the data grid with very few changes, for example, although then you're still stuck with JPA."""	"[""'Usability'""]"
o	"""To really think about JPA, you need to think about your data as _data_ and not organizational stuff; you have a triplet, basically, which means your NoSQL data items consist of three data items (predicate, subject, object, like you've used.)"""	"[""'Usability'""]"
o	"""For most NoSQL engines you'll probably want an id there, too, just for efficiency's sake."""	"[""'Performance'""]"
p	"""The ID is the ""primary key,"" and enforcing unique triplets after that is going to be on _your_ end more than the NoSQL engine's end; this is one area where NoSQL ""suffers"" compared to SQL, but it's also where you find the greatest speed and storage improvements."""	"[""'Performance'""]"
o	"""For some NoSQL engines, then, you'll build a document, consisting of the three data items, and you'd just query for that document before writing it into the database."""	"[""'Usability'""]"
o	"""I could give you an example for many NoSQL engines (and certainly can for GigaSpaces) but I don't know which one you're targeting or why."""	"[""'Usability'""]"
p	"""Thank you for your explanation."""	"[""'Others'""]"
o	"""I am using Spring Data Graph, and the neo4j, and I have read that composed Id aren't allowed."""	"[""'Usability'""]"
n	"""Your idea of having an Id is not exaclty what I need, because I need to prove that there are no equal triplets."""	"[""'Others'""]"
o	"""You'd have to start a transaction, run a query, update the data if the query fails, in that case."""	"[""'Others'""]"
p	"""Neo4J is okay, although obviously I prefer our own product."""	"[""'Usability'""]"
p	""":)."""	"[""'Others'""]"
p	"""I can imagine... :) Thank you very much!."""	"[""'Others'""]"
o	"""Mujer, your domain looks like it would be much easier modelled in the graph database itself."""	"[""'Usability'""]"
o	"""As it is RDF like triplets that are annotated here."""	"[""'Usability'""]"
o	"""You are right in that Spring Data Graph right now does not support compound keys."""	"[""'Usability'""]"
o	"""We will look into that in the future, but I can't promise anything."""	"[""'Others'""]"
o	"""In the graph you could model your nodes being Concepts (URIs) and the type of relationship representing what you want to represent with that Concept."""	"[""'Usability'""]"
p	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
n	"""This could be easily modelled with Spring Data Graph (or also with the pure Neo4j API) CODESNIPPET_JAVA2 ."""	"[""'Usability'""]"
p	"""The eclipse error is annoying but just a wrong visualization, the AspectJ team is in the process of fixing that."""	"[""'Others'""]"
o	"""Hope that helps, if you need further advice just ask Michael ."""	"[""'Others'""]"
o	"""Have a look at Kundera."""	"[""'Others'""]"
o	"""URL_http://mevivs.wordpress.com/2012/02/13/how-to-crud-and-jpa-association- handling-using-kundera/ [ URL_http://mevivs.wordpress.com/2012/02/13/how-to-crud - and-jpa-association-handling-using-kundera/] Use JPA over NoSql ."""	"[""'Others'""]"
o	"""PlayOrm is another solution which is JPA-like but with noSQL specific features like you can do @NoSqlEmbedded on a List of Strings and it is embedded in that row leading to a table where each row is a different length than the other rows...this is a noSql common pattern which is why NoSql ORM's need a slight break from JPA."""	"[""'Usability'""]"
o	"""PlayOrm also supports joins and S-SQL (scalable SQL)."""	"[""'Usability'""]"
o	"""later,Dean ."""	"[""'Others'""]"
o	"""Alternative/compatible datastores for App Engine?"""	"[""'Usability'""]"
o	"""What other ""nosql"" databases are compatible (more or less) with the Google Appe Engine datastore."""	"[""'Usability'""]"
o	"""Alternatively, what is a good abstraction layer/solution (free of charge) that abstracts between multiple database implementations including google app engine and my application for db access."""	"[""'Usability'""]"
o	"""I'd like to develop an app for GAE but later deploy it on my own server, but I do not want to have to rewrite the db code."""	"[""'Others'""]"
o	"""Important Update: The app is developed in Java so ideally the Data Abstraction Layer or any alternatives must be ""Java friendly""."""	"[""'Usability'""]"
o	"""possible duplicate of [GAE webapp alternative working outside of GAE environment]( URL_http://stackoverflow.com/questions/5278308/gae-webapp - alternative-working-outside-of-gae-environment)."""	"[""'Others'""]"
o	"""possible duplicate of [Use Google AppEngine datastore outside of AppEngine project]( URL_http://stackoverflow.com/questions/1149639/use-google-appengine - datastore-outside-of-appengine-project)."""	"[""'Others'""]"
o	"""related to [Breaking out of the Google App Engine Python lock- in?"""	"[""'Others'""]"
o	"""]( URL_http://stackoverflow.com/questions/892411/breaking-out-of-the-google-app - engine-python-lock-in)."""	"[""'Others'""]"
p	"""Thanks for the comments."""	"[""'Others'""]"
o	"""Some of the links I found prior to posting."""	"[""'Others'""]"
n	"""The problem is, the application is developed in Java not python."""	"[""'Usability'""]"
o	"""All the links mentioned are specific to python."""	"[""'Others'""]"
o	"""AppScale 1.4 supports GAE 1.3.5's Java runtime (link in my answer)."""	"[""'Usability'""]"
p	"""The URL_http://appscale.cs.ucsb.edu/ [AppScale] project has decoupled the database backend so that you can potentially run GAE on a variety of databases."""	"[""'Usability'""]"
p	"""They currently provide support for URL_http://hbase.apache.org/ [HBase] and URL_http://www.hypertable.org/ [Hypertable] ( URL_https://launchpad.net/appscale [ref] )."""	"[""'Usability'""]"
p	"""AppScale is open source and lets you run your GAE app on EC2 or your own cluster."""	"[""'Usability'""]"
p	"""Strange as this sounds, but there is a great deal of similarity between AppEngine Datastore and the Lotus Domino: you may need to write an abstraction layer to handle the two APIs, but the capabilities are quite similar."""	"[""'Usability'""]"
o	"""However, you need to be very familar with both models to see the parallels."""	"[""'Others'""]"
o	"""Convert Java AWT code to Android."""	"[""'Others'""]"
