ManualLabel	Text	codes
p	"""@rblasch: I really like that answer, as it points me to the original problem: There are methods which may return null, and others that may not."""	"[""'Usability'""]"
n	"""I was not always aware of this 'contract' thingy."""	"[""'Usability'""]"
p	"""@MeteroidFan2002: I agree that getters should not contain side effect logic, but what rblasch suggests does not seem like a side effect to me."""	"[""'Usability'""]"
o	"""A side effect would be changing the inner state of the object, or something like that."""	"[""'Usability'""]"
p	"""It seems a rather good idea to check if it fullfills its contract."""	"[""'Usability'""]"
p	"""Brian got this completely right."""	"[""'Others'""]"
n	"""MetroidFan2002, note that I'm not proposing any side effects, which we all agree would be bad."""	"[""'Usability'""]"
o	"""By the way, the same rationale applies to setters, but I'd use an IlOthersArgumentException there."""	"[""'Others'""]"
n	"""If all accessors must be dumb I see little value over public fields."""	"[""'Usability'""]"
o	"""Getters and setters are used in reflection, that's why they are autogenerated."""	"[""'Usability'""]"
n	"""Fields don't play nicely with reflection."""	"[""'Usability'""]"
n	"""Getters and setters should be dumb if possible."""	"[""'Usability'""]"
n	"""Setters could do a side-effect, but having it in your getter will cause more confusion than it solves."""	"[""'Usability'""]"
n	"""An exception is a side-effect, by the way."""	"[""'Others'""]"
o	"""A getter is supposed to get the property, anything other than that and it is a side effect."""	"[""'Usability'""]"
n	"""Why don't fields ""play nicely"" with reflection?"""	"[""'Others'""]"
n	"""And no, that's not a side effect."""	"[""'Usability'""]"
n	"""A side effect is an action that changes something outside of a method."""	"[""'Usability'""]"
o	"""Changing a global variable, the state of an object or writing to a log is a side effect."""	"[""'Usability'""]"
n	"""An exception instead of returning a value isn't."""	"[""'Others'""]"
n	"""Fields don't play nicely with reflection because most reflection apis are built upon a property inspection methodology that conforms to the Javabean contract."""	"[""'Usability'""]"
o	"""I.e., setters and getters."""	"[""'Others'""]"
n	"""And it is a side-effect because it performs an action that is not the intent of a method, ..."""	"[""'Usability'""]"
o	"""A getter's purpose is to return a property."""	"[""'Others'""]"
p	"""An exception that the property is null is a side-effect of invoking the getter, because it is something that occurred within the getter method invocation that forces the caller to adapt to its effects directly, instead of indirectly via a null check."""	"[""'Others'""]"
n	"""I understand the JavaBeans argument, but please don't call it ""fields don't play nicely with reflection."""	"[""'Usability'""]"
n	""""" Regarding side effects, I'm using the term in a CS sense, which is different from API conventions, which we probably won't agree on here (and don't have to."""	"[""'Others'""]"
n	""") ;-)."""	"[""'Others'""]"
o	"""I generally do not chain getters like this where there is more than one nullable getter."""	"[""'Others'""]"
o	"""If you're running inside your ide you can just set a breakpoint and use the ""evaluate expression"" functionality of your ide on each element successively."""	"[""'Usability'""]"
o	"""But you're going to be scratching your head the moment you get this error message from your production server logs."""	"[""'Usability'""]"
p	"""So best keep max one nullable item per line."""	"[""'Usability'""]"
o	"""Meanwhile we can dream of URL_http://groovy.codehaus.org/Operators#Operators- SafeNavigationOperator(%3F."""	"[""'Others'""]"
o	""") [groovy's-safe-navigation-operator] ."""	"[""'Others'""]"
o	"""Early failure is also an option."""	"[""'Usability'""]"
o	"""Anywhere in your code that a null value can be returned, consider introducing a check for a null return value."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""Agreed -- but throw NullPointerException() if the problem is a null reference!."""	"[""'Others'""]"
p	"""If the result of a computation or database lookup is null, when I expected something different then IlOthersStateException is a valid choice."""	"[""'Others'""]"
o	"""Here's how to find the Others, using Eclipse."""	"[""'Others'""]"
o	"""First, set a breakpoint on the line: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""Run the program in deOthers mode, allow the deOthersger to switch over to its perspective when the line is hit."""	"[""'Others'""]"
o	"""Now, highlight ""someObject"" and press CTRL+SHIFT+I (or right click and say ""inspect"")."""	"[""'Others'""]"
o	"""Is it null?"""	"[""'Others'""]"
o	"""You've found your NPE."""	"[""'Others'""]"
o	"""Is it non-null?Then highlight someObject.getSomething() (including the parenthesis) and inspect it.Is it null?"""	"[""'Others'""]"
o	"""Etc."""	"[""'Others'""]"
o	"""Continue down the chain to figure out where your NPE is occurring, without having to change your code."""	"[""'Others'""]"
o	"""If you're having to get to the point where you're splitting up the line or doing elaborate deOthersging to spot the problem, then that's generally God's way of telling you that your code isn't checking for the null early enough."""	"[""'Usability'""]"
p	"""If you have a method or constructor that takes an object parameter and the object/method in question cannot sensibly deal with that parameter being null, then just check and throw a NullPointerException there and then."""	"[""'Usability'""]"
o	"""I've seen people invent ""coding style"" rules to try and get round this problem such as ""you're not allowed more than one dot on a line""."""	"[""'Others'""]"
n	"""But this just encourages programming that spots the Others in the wrong place."""	"[""'Others'""]"
n	"""I don't see how any early checking can be done without breaking the single statement into multiple, essentially following the style rule you disapprove of."""	"[""'Others'""]"
p	"""It's more about WHERE you break it up: I'm talking about null checks at the beginning of constructors and methods before the actual logic of the code starts, so that you're not trying to break lines up in the MIDDLE of a method/piece of logic."""	"[""'Others'""]"
n	"""I am afraid I am not getting it."""	"[""'Others'""]"
o	"""Can you please clarify what null checks you would use in this case before the changed getters of someObject?"""	"[""'Others'""]"
o	"""You may want to refer to URL_http://stackoverflow.com/questions/271526/how-to- avoid-null-statements-in-java#271874 [this-question-about-avoiding-!=-null] ."""	"[""'Others'""]"
o	"""Basically, if null is a valid response, you have to check for it."""	"[""'Usability'""]"
o	"""If not, assert it (if you can)."""	"[""'Others'""]"
o	"""But whatever you do, try and minimize the cases where null is a valid response for this amongst other reasons."""	"[""'Usability'""]"
n	"""Chained expressions like that are a pain to deOthers for NullPointerExceptions (and most other problems that can occur) so I would advise you to try and avoid it."""	"[""'Others'""]"
o	"""You have probably heard that enough though and like a previous poster mentioned you can add break points on the actual NullPointerException to see where it occurred."""	"[""'Others'""]"
p	"""In eclipse (and most IDEs) you can also use watch expressions to evaluate code running in the deOthersger."""	"[""'Usability'""]"
o	"""You do this bu selecting the code and use the contet menu to add a new watch."""	"[""'Others'""]"
o	"""If you are in control of the method that returns null you could also consider the Null Object pattern if null is a valid value to return."""	"[""'Others'""]"
o	"""Place each getter on its own line and deOthers."""	"[""'Others'""]"
o	"""Step over (F6) each method to find which call returns null ."""	"[""'Others'""]"
o	"""Secure DeOthersging for Production JVMs."""	"[""'Security'""]"
n	"""We have some applications that sometimes get into a bad state, but only in production (of course!)."""	"[""'Usability'""]"
o	"""While taking a heap dump can help to gather state information, it's often easier to use a remote deOthersger."""	"[""'Usability'""]"
p	"""Setting this up is easy -- one need only add this to his command line: -XdeOthers -Xrunjdwp:transport=dt_socket,server=y,suspend=n,address=PORT There seems to be no available security mechanism, so turning on deOthersging in production would effectively allow arbitrary code execution (via hotswap)."""	"[""'Security'""]"
o	"""We have a mix of 1.4.2 and 1.5 Sun JVMs running on Solaris 9 and Linux (Redhat Enterprise 4)."""	"[""'Others'""]"
o	"""How can we enable secure deOthersging?"""	"[""'Security'""]"
o	"""Any other ways to achieve our goal of production server inspection?"""	"[""'Others'""]"
o	""" For JDK 1.5+ JVMs, one can specify an interface and port to which the deOthersger should bind."""	"[""'Others'""]"
o	"""So, KarlP's suggestion of binding to loopback and just using a SSH tunnel to a local developer box should work given SSH is set up properly on the servers."""	"[""'Usability'""]"
n	""" it seems that JDK1.4x does not allow an interface to be specified for the deOthers port."""	"[""'Usability'""]"
o	"""So, we can either block access to the deOthers port somewhere in the network or do some system-specific blocking in the OS itself (IPChains as Jared suggested, etc.)?"""	"[""'Others'""]"
o	""" This is a hack that will let us limit our risk, even on 1.4.2 JVMs: Command line params: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Java Code to turn on deOthersger: CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""TurnOnDeOthersgerException can be any exception guaranteed not to be thrown anywhere else."""	"[""'Others'""]"
p	"""I tested this on a Windows box to prove that (1) the deOthersger port does not receive connections initially, and (2) throwing the TurnOnDeOthersger exception as shown above causes the deOthersger to come alive."""	"[""'Usability'""]"
o	"""The launch parameter was required (at least on JDK1.4.2), but a garbage value was handled gracefully by the JVM."""	"[""'Others'""]"
o	"""We're planning on making a small servlet that, behind appropriate security, can allow us to turn on the deOthersger."""	"[""'Security'""]"
o	"""Of course, one can't turn it off afterward, and the deOthersger still listens promiscuously once its on."""	"[""'Others'""]"
o	"""But, these are limitations we're willing to accept as deOthersging of a production system will always result in a restart afterward."""	"[""'Others'""]"
o	""" I ended up writing three classes: (1) TurnOnDeOthersgerException, a plain 'ol Java exception, (2) DeOthersgerPoller, a background thread the checks for the existence of a specified file on the filesystem, and (3) DeOthersgerMainWrapper, a class that kicks off the polling thread and then reflectively calls the main method of another specified class."""	"[""'Others'""]"
o	"""This is how its used: 1."""	"[""'Usability'""]"
o	"""Replace your ""main"" class with DeOthersgerMainWrapper in your start-up scripts 2."""	"[""'Others'""]"
o	"""Add two system (-D) params, one specifying the real main class, and the other specifying a file on the filesystem."""	"[""'Others'""]"
o	"""3."""	"[""'Others'""]"
o	"""Configure the deOthersger on the command line with the onthrow=com.whatever.TurnOnDeOthersgerException part added 4."""	"[""'Others'""]"
o	"""Add a jar with the three classes mentioned above to the classpath."""	"[""'Others'""]"
o	"""Now, when you start up your JVM everything is the same except that a background poller thread is started."""	"[""'Others'""]"
o	"""Presuming that the file (ours is called TurnOnDeOthersger) doesn't initially exist, the poller checks for it every N seconds."""	"[""'Others'""]"
o	"""When the poller first notices it, it throws and immediately catches the TurnOnDeOthersgerException."""	"[""'Others'""]"
o	"""Then, the agent is kicked off."""	"[""'Others'""]"
p	"""You can't turn it back off, and the machine is not terribly secure when its on."""	"[""'Security'""]"
p	"""On the upside, I don't think the deOthersger allows for multiple simultaneous connections, so maintaining a deOthersging connection is your best defense."""	"[""'Security'""]"
o	"""We chose the file notification method because it allowed us to piggyback off of our existing Unix authen/author by specifying the trigger file in a directory where only the proper uses have rights."""	"[""'Usability'""]"
o	"""You could easily build a little war file that achieved the same purpose via a socket connection."""	"[""'Usability'""]"
o	"""Of course, since we can't turn off the deOthersger, we'll only use it to gather data before killing off a sick application."""	"[""'Usability'""]"
o	"""If anyone wants this code, please let me know."""	"[""'Others'""]"
o	"""However, it will only take you a few minutes to throw it together yourself."""	"[""'Others'""]"
o	"""If you use SSH you can allow tunneling and tunnel a port to your local host."""	"[""'Usability'""]"
o	"""No development required, all done using sshd, ssh and/or putty."""	"[""'Usability'""]"
p	"""The deOthers socket on your java server can be set up on the local interface 127.0.0.1. ."""	"[""'Others'""]"
n	"""If this works (testing now), it seems like the best option for us."""	"[""'Usability'""]"
o	"""It's not like we deOthers regularly, but we do want the ability to catch a JVM in a misbehaving state."""	"[""'Usability'""]"
p	"""I think this will only work on JDK 1.5+: URL_http://java.sun.com/j2se/1.5.0/docs/guide/jpda/enhancements.htmlSee ""the dt_socket transport has been amended to take a local address when running in server mode"" in the above link."""	"[""'Usability'""]"
o	"""@Shabby - yep - looks like this would work 1.5+, and is a great solution."""	"[""'Usability'""]"
o	"""The alternate is to lock down the deOthers ports via a firewall (software or hardware."""	"[""'Others'""]"
o	""") Maybe checkout ipchains for your linux hosts?"""	"[""'Others'""]"
o	"""( URL_http://tldp.org/HOWTO/IPCHAINS-HOWTO.html) ."""	"[""'Others'""]"
p	"""One of our infrastructure folks noted that binding to loopback limits access to those with rights on the machine in question -- perhaps a bit broad for some applications."""	"[""'Others'""]"
n	"""However, this is probably good enough in many cases."""	"[""'Usability'""]"
o	"""You're absolutely right: the Java DeOthersging API is inherently insecure."""	"[""'Security'""]"
p	"""You can, however, limit it to UNIX domain sockets, and write a proxy with SSL/SSH to let you have authenticated and encrypted external connections that are then proxied into the UNIX domain socket."""	"[""'Security'""]"
o	"""That at least reduces your exposure to someone who can get a process into the server, or someone who can crack your SSL."""	"[""'Security'""]"
n	"""Can one map a port on the default interface to a domain socket?"""	"[""'Others'""]"
n	"""The problem I have (which I found out after my initial post) is that the 1.4.x Sun JVM can only bind to the default(?"""	"[""'Usability'""]"
o	""") interface."""	"[""'Others'""]"
o	"""Therefore, some magical mapping would be required so that this port wouldn't be exposed outside the VM."""	"[""'Security'""]"
o	"""Export information/services into JMX and then use RMI+SSL to access it remotely."""	"[""'Others'""]"
p	"""Your situation is what JMX is designed for (the M stands for Management)."""	"[""'Usability'""]"
n	"""I agree that common metrics ought to be exposed via JMX."""	"[""'Others'""]"
o	"""We're actually using a lightweight production profiler (Wily), but it isn't very good at capturing state information, and can only perform well when limited to coarse-grained traces."""	"[""'Performance'""]"
n	"""The other issue is that some of these apps are (partially) third- party, so we'll be deOthersging with decompiled source at best."""	"[""'Others'""]"
o	"""I still maintain that hooking up your deOthersger to a production application is a bad idea."""	"[""'Usability'""]"
n	"""Users are going to have no idea whats going on when you hit a breakpoint and spend a few moments grepping through memory.I would try to find the spots in your code that are having problems and expose the current state via JMX and keep detailed audit logs of what is happening."""	"[""'Performance'""]"
n	"""We'd actually be taking the badly behaving instance out of our load-balanced cluster before deOthersging."""	"[""'Others'""]"
p	"""I do agree that deOthersging an app w/ active users would be a really bad idea."""	"[""'Usability'""]"
o	"""Good question."""	"[""'Others'""]"
o	"""I'm not aware of any built-in ability to encrypt connections to the deOthersging port."""	"[""'Security'""]"
o	"""There may be a much better/easier solution, but I would do the following: 1."""	"[""'Others'""]"
o	"""Put the production machine behind a firewall that blocks access to the deOthersging port(s)."""	"[""'Others'""]"
o	"""2."""	"[""'Others'""]"
o	"""Run a proxy process on the host itself that connects to the port, and encrypts the input and output from the socket."""	"[""'Security'""]"
o	"""3."""	"[""'Others'""]"
o	"""Run a proxy client on the deOthersging workstation that also encrypts/decrypts the input."""	"[""'Security'""]"
o	"""Have this connect to the server proxy."""	"[""'Others'""]"
n	"""Communication between them would be encrypted."""	"[""'Security'""]"
p	"""4."""	"[""'Others'""]"
o	"""Connect your deOthersger to the proxy client."""	"[""'Others'""]"
o	"""As a side note: Our production servers are behind a firewall, but they are exposed to some internal network segments."""	"[""'Others'""]"
n	"""Printing Java collections nicely (toString doesn't return pretty output)."""	"[""'Usability'""]"
p	"""I wish to print a CODETERM1 object as nicely as the Eclipse deOthersger does, i.e., CODETERM2 etc, but printing it with CODETERM3 doesn't return this nice result."""	"[""'Usability'""]"
o	"""Just to clarify, I'm talking about Java's built-in collection so I can't override its CODETERM4 ."""	"[""'Usability'""]"
o	"""How can I get a nice printable version of the stack?"""	"[""'Others'""]"
o	"""You could convert it to an array and then print that out with CODETERM1 : CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""I like it."""	"[""'Others'""]"
p	"""Simple, clean."""	"[""'Usability'""]"
p	"""To be honest Collections needs a toString method too, but this works also."""	"[""'Usability'""]"
o	"""@Tovi7 It probably doesn't because most OOTB Collections already provide readable toString()s, whereas arrays don't."""	"[""'Usability'""]"
o	"""Implement toString() on the class."""	"[""'Others'""]"
o	"""I recommend the URL_http://commons.apache.org/proper/commons-lang/javadocs /api-release/org/apache/commons/lang3/builder/ToStringBuilder.html [Apache- Commons-ToStringBuilder] to make this easier."""	"[""'Usability'""]"
o	"""With it, you just have to write this sort of method: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""In order to get this sort of output: Person@7f54[name=Stephen,age=29] There is also a URL_http://commons.apache.org/proper/commons-lang/javadocs /api-release/org/apache/commons/lang3/builder/ReflectionToStringBuilder.html [reflective-implementation] ."""	"[""'Others'""]"
p	"""ToStringBuilder is usually more applicable for beans and objects that carry information, less so for complex data structures."""	"[""'Usability'""]"
o	"""If the stack object doesn't print all stored items, this won't help."""	"[""'Usability'""]"
n	"""usage of reflection ToStringBuilder, HashCodeBuilder and EqualsBuilder is highly inefective."""	"[""'Usability'""]"
o	"""Though the output is ok, these classes are hardly the performance peak of the week..."""	"[""'Performance'""]"
o	"""Also, be careful."""	"[""'Others'""]"
n	"""ToStringBuilder uses threadlocal!?!"""	"[""'Performance'""]"
o	"""?"""	"[""'Others'""]"
p	"""The question explicitly says the class is a built-in collection, so toString() can't be modified."""	"[""'Others'""]"
o	"""I agree with the above comments about overriding CODETERM1 on your own classes (and about automating that process as much as possible)."""	"[""'Usability'""]"
o	"""For classes you define, you could write a CODETERM2 class with an overloaded method for each library class you want to have handled to your own tastes: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""EDIT: Responding to the comment by xukxpvfzflbbld, here's a possible implementation for the cases mentioned previously."""	"[""'Others'""]"
o	"""CODESNIPPET_JAVA2 ."""	"[""'Others'""]"
o	"""This isn't a full-blown implementation, but just a starter."""	"[""'Usability'""]"
o	"""I know that DP."""	"[""'Others'""]"
o	"""But how can I easily print them in a readable format?"""	"[""'Others'""]"
o	"""The MapUtils class offered by the Apache Commons project offers a MapUtils.deOthersPrint method which will pretty print your map."""	"[""'Usability'""]"
n	"""Anything similar in Guava?"""	"[""'Others'""]"
o	"""Not that I know of."""	"[""'Others'""]"
p	"""I'm not terribly familiar with the Guava library but I wouldn't be surprised if there was."""	"[""'Usability'""]"
o	"""System.out.println(Collection c) already print any type of collection in readable format."""	"[""'Usability'""]"
o	"""Only if collection contains user defined objects , then you need to implement toString() in user defined class to display content."""	"[""'Usability'""]"
o	"""Just Modified the previous example to print even collection containing user defined objects."""	"[""'Others'""]"
n	"""CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
o	"""line 21: ToStringBuilder cannot be resolved."""	"[""'Usability'""]"
o	"""If this is your own collection class rather than a built in one, you need to override its toString method."""	"[""'Others'""]"
o	"""Eclipse calls that function for any objects for which it does not have a hard-wired formatting."""	"[""'Others'""]"
p	"""And how does eclipse format those classes w/ hard-wired formatting?"""	"[""'Others'""]"
n	"""That's what I'm looking for."""	"[""'Others'""]"
o	"""Be careful when calling Sop on Collection, it can throw CODETERM1 Exception."""	"[""'Others'""]"
o	"""Because internally CODETERM2 method of each Collection internally calls CODETERM3 over the Collection."""	"[""'Others'""]"
o	"""which java http client library is easy to use for programmatically doing posts, setting cookies and maybe ajax?"""	"[""'Usability'""]"
o	"""which java http client library is easy to use for programmatically doing posts, setting cookies and maybe ajax?"""	"[""'Usability'""]"
p	"""Apache HTTP Component (HttpClient 4.0), URL_http://hc.apache.org/httpcomponents-client-4.0.1/index.html [ URL_http://hc.apache.org/httpcomponents-client-4.0.1/index.html ] Normally, I would just use HttpURLConnection but its cookie handling is too weak to simulate browser behavior."""	"[""'Usability'""]"
o	"""Looks like the URL has changed."""	"[""'Others'""]"
o	"""Try URL_http://hc.apache.org/httpcomponents - client-ga/index.html."""	"[""'Others'""]"
o	"""You can use URL_http://www.rexsl.com/rexsl- test/apidocs-0.10/com/rexsl/test/request/JdkRequest.html [CODETERM1] from URL_http://www.rexsl.com/rexsl-test [rexsl-test] (I'm a developer), which does all this work for you, decorating CODETERM2 , firing HTTP requests and parsing responses, for example: CODESNIPPET_JAVA1 ."""	"[""'Usability'""]"
o	"""Async request like AJAX: URL_http://hc.apache.org/httpcomponents-asyncclient- dev/ [ URL_http://hc.apache.org/httpcomponents-asyncclient-dev/ ] Sync request: URL_http://hc.apache.org/httpcomponents-client-4.0.1/index.html [ URL_http://hc.apache.org/httpcomponents-client-4.0.1/index.html ] Cookies is A kind of Header."""	"[""'Others'""]"
o	"""Add cookies like A Header: CODESNIPPET_JAVA1 ."""	"[""'Others'""]"
p	"""Best solution for Java HTTP push (messaging)."""	"[""'Others'""]"
o	"""We want to push data from a server to clients but can only use HTTP (port 80)."""	"[""'Usability'""]"
o	"""What is the best solution for messaging?"""	"[""'Others'""]"
o	"""One idea is URL_http://en.wikipedia.org/wiki/Comet%5F%28programming%29 [Comet] ."""	"[""'Others'""]"
o	"""Are there other ideas or frameworks which offer lets say JMS over HTTP."""	"[""'Others'""]"
n	"""(Yes, ActiveMQ supports it too, but waggly IMHO."""	"[""'Usability'""]"
n	"""And JXTA supports it too but the configuration is complicated."""	"[""'Usability'""]"
p	"""Something simple is preferred."""	"[""'Usability'""]"
p	""") ."""	"[""'Others'""]"
o	"""The simplest solution for many, many reasons is to use a Comet based approach (like you mention)."""	"[""'Usability'""]"
o	"""This means the clients (to whom you want to ""push"" messages) open long-lived HTTP connections."""	"[""'Others'""]"
o	"""Those connections stay open until they time out or you send the client a message."""	"[""'Others'""]"
n	"""As soon as either happens the client opens a new connection."""	"[""'Others'""]"
o	"""Directly connecting to clients could be problematic for many reasons: they could be behind firewalls that disallow that, they could be behind proxies and so on."""	"[""'Usability'""]"
o	"""Unless your clients are real servers (in which case you're really the client), have them contact you and send a response to mimic push."""	"[""'Others'""]"
o	"""Is that right?"""	"[""'Others'""]"
o	"""When the message arrives at the browser a new connection is opened?"""	"[""'Others'""]"
o	"""The client should be programmed to open a new connection."""	"[""'Usability'""]"
n	"""If it doesn't the server has no way of communicating with the client."""	"[""'Usability'""]"
n	"""I'm sorry."""	"[""'Others'""]"
o	"""Having trouble understanding."""	"[""'Others'""]"
p	"""The client has opened an long-lived HTTP connection."""	"[""'Others'""]"
o	"""Server sends messages up there - right?"""	"[""'Others'""]"
o	"""You then say ""Those connections stay open until they time out or you send the client a message."""	"[""'Others'""]"
o	"""As soon as either happens the client opens a new connection."""	"[""'Others'""]"
n	""""" Sounds like we are opening a second connection."""	"[""'Others'""]"
o	"""Why?"""	"[""'Others'""]"
o	"""The message we just received contained the data we want, doesn't it?"""	"[""'Others'""]"
o	"""The new connection is to listen for the next message."""	"[""'Others'""]"
o	"""The idea here is to keep an open connection to the server at all times that is just waiting for the server to do something with it."""	"[""'Others'""]"
o	"""This allows the server to (in effect) initiate communications."""	"[""'Usability'""]"
o	"""Once the server uses the connection to send a message, a new connection needs to be opened up for the next message."""	"[""'Usability'""]"
n	"""All of this assumes we have a client that the server needs to be able to push data to."""	"[""'Usability'""]"
n	"""The alternative is to poll for changes at regular intervals, but that may create a delay in the event reaching a client."""	"[""'Performance'""]"
o	"""(Apologies for labouring the point, but this simply doesn't correspond to my experience)."""	"[""'Usability'""]"
n	"""The connection is long lived, server squirts up data periodically, browser thread sucks that data and displays it."""	"[""'Others'""]"
